"Disease.primaryIdentifier","Disease.name","Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.genes.homologues.homologue.primaryIdentifier","Disease.genes.homologues.homologue.symbol"
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0035697",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0036367",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0036977",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0038398",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039344",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039470",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039471",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039472",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039473",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039474",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039475",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0039476",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0085476",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0085477",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0250847",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0264979",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","FBgn0265267",""
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","MGI:96216","Lipc"
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","RGD:3009","Lipc"
"OMIM:612797","HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12","3990","LIPC","ZDB-GENE-040426-1361",""
"OMIM:612798","QUESTION MARK EARS, ISOLATED","1906","EDN1","MGI:95283","Edn1"
"OMIM:612798","QUESTION MARK EARS, ISOLATED","1906","EDN1","RGD:2532","Edn1"
"OMIM:612798","QUESTION MARK EARS, ISOLATED","1906","EDN1","ZDB-GENE-000920-1",""
"OMIM:612813","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE","176","ACAN","FBgn0004647",""
"OMIM:612813","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE","176","ACAN","MGI:99602","Acan"
"OMIM:612813","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE","176","ACAN","RGD:68358","Acan"
"OMIM:612813","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE","176","ACAN","ZDB-GENE-050208-221",""
"OMIM:612813","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, AGGRECAN TYPE","176","ACAN","ZDB-GENE-100422-16",""
"OMIM:612838","BRUGADA SYNDROME 5","6324","SCN1B","MGI:98247","Scn1b"
"OMIM:612838","BRUGADA SYNDROME 5","6324","SCN1B","RGD:3631","Scn1b"
"OMIM:612838","BRUGADA SYNDROME 5","6324","SCN1B","ZDB-GENE-060503-604",""
"OMIM:612838","BRUGADA SYNDROME 5","6324","SCN1B","ZDB-GENE-060503-783",""
"OMIM:612838","BRUGADA SYNDROME 5","6324","SCN1B","ZDB-GENE-090408-1",""
"OMIM:612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","83706","FERMT3","FBgn0035498",""
"OMIM:612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","83706","FERMT3","FBgn0036688",""
"OMIM:612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","83706","FERMT3","MGI:2147790","Fermt3"
"OMIM:612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","83706","FERMT3","RGD:1310168","Fermt3"
"OMIM:612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","83706","FERMT3","WBGene00006836",""
"OMIM:612840","LEUKOCYTE ADHESION DEFICIENCY, TYPE III","83706","FERMT3","ZDB-GENE-040426-1366",""
"OMIM:612841","HYPOTRICHOSIS 5","79574","EPS8L3","FBgn0029095",""
"OMIM:612841","HYPOTRICHOSIS 5","79574","EPS8L3","FBgn0038466",""
"OMIM:612841","HYPOTRICHOSIS 5","79574","EPS8L3","MGI:2139743","Eps8l3"
"OMIM:612841","HYPOTRICHOSIS 5","79574","EPS8L3","WBGene00001330",""
"OMIM:612841","HYPOTRICHOSIS 5","79574","EPS8L3","ZDB-GENE-040426-1335",""
"OMIM:612841","HYPOTRICHOSIS 5","79574","EPS8L3","ZDB-GENE-091204-460",""
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","FBgn0020389",""
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","MGI:1330223","Papss2"
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","RGD:1307012","Papss2"
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","S000001484",""
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","WBGene00004091",""
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","ZDB-GENE-010323-5",""
"OMIM:612847","BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES","9060","PAPSS2","ZDB-GENE-061110-85",""
"OMIM:612852","OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS","3557","IL1RN","MGI:96547","Il1rn"
"OMIM:612852","OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS","3557","IL1RN","RGD:621159","Il1rn"
"OMIM:612852","OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS","3557","IL1RN","ZDB-GENE-040702-2",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","FBgn0052626",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","MGI:1096344","Ampd3"
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","RGD:2111","Ampd3"
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","S000000488",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","S000003606",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","S000004498",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","WBGene00016415",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","ZDB-GENE-030131-5929",""
"OMIM:612874","ERYTHROCYTE AMP DEAMINASE DEFICIENCY","272","AMPD3","ZDB-GENE-110407-2",""
"OMIM:612877","CARDIOMYOPATHY, DILATED, 1BB","1829","DSG2","MGI:1196466","Dsg2"
"OMIM:612877","CARDIOMYOPATHY, DILATED, 1BB","1829","DSG2","RGD:1311143","Dsg2"
"OMIM:612877","CARDIOMYOPATHY, DILATED, 1BB","1829","DSG2","WBGene00000396",""
"OMIM:612877","CARDIOMYOPATHY, DILATED, 1BB","1829","DSG2","ZDB-GENE-091204-215",""
"OMIM:612885","PREMATURE OVARIAN FAILURE 10","84515","MCM8","FBgn0003227",""
"OMIM:612885","PREMATURE OVARIAN FAILURE 10","84515","MCM8","MGI:1913884","Mcm8"
"OMIM:612885","PREMATURE OVARIAN FAILURE 10","84515","MCM8","RGD:1305218","Mcm8"
"OMIM:612885","PREMATURE OVARIAN FAILURE 10","84515","MCM8","ZDB-GENE-120927-1",""
"OMIM:612899","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8","846","CASR","MGI:1351351","Casr"
"OMIM:612899","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8","846","CASR","RGD:2277","Casr"
"OMIM:612899","EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8","846","CASR","ZDB-GENE-050119-8",""
"OMIM:612900","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2","23189","KANK1","FBgn0027596",""
"OMIM:612900","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2","23189","KANK1","MGI:2147707","Kank1"
"OMIM:612900","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2","23189","KANK1","RGD:1307714","Kank1"
"OMIM:612900","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2","23189","KANK1","WBGene00006882",""
"OMIM:612900","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2","23189","KANK1","ZDB-GENE-060526-260",""
"OMIM:612908","KERATOSIS PALMOPLANTARIS STRIATA II","1832","DSP","FBgn0013733",""
"OMIM:612908","KERATOSIS PALMOPLANTARIS STRIATA II","1832","DSP","MGI:109611","Dsp"
"OMIM:612908","KERATOSIS PALMOPLANTARIS STRIATA II","1832","DSP","RGD:1305794","Dsp"
"OMIM:612908","KERATOSIS PALMOPLANTARIS STRIATA II","1832","DSP","WBGene00006876",""
"OMIM:612908","KERATOSIS PALMOPLANTARIS STRIATA II","1832","DSP","ZDB-GENE-030131-2743",""
"OMIM:612908","KERATOSIS PALMOPLANTARIS STRIATA II","1832","DSP","ZDB-GENE-030131-5575",""
"OMIM:612918","CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI","5290","PIK3CA","MGI:1206581","Pik3ca"
"OMIM:612918","CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI","5290","PIK3CA","RGD:620916","Pik3ca"
"OMIM:612918","CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI","5290","PIK3CA","ZDB-GENE-130409-1",""
"OMIM:612921","THREE M SYNDROME 2","23363","OBSL1","FBgn0041097",""
"OMIM:612921","THREE M SYNDROME 2","23363","OBSL1","MGI:2138628","Obsl1"
"OMIM:612921","THREE M SYNDROME 2","23363","OBSL1","RGD:1306073","Obsl1"
"OMIM:612921","THREE M SYNDROME 2","23363","OBSL1","WBGene00017657",""
"OMIM:612921","THREE M SYNDROME 2","23363","OBSL1","ZDB-GENE-050809-29",""
"OMIM:612921","THREE M SYNDROME 2","23363","OBSL1","ZDB-GENE-060503-649",""
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","FBgn0010114",""
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","FBgn0030617",""
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","MGI:1203290","Cd46"
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","RGD:1559810","RGD1559810"
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","RGD:3061","Cd46"
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","WBGene00009500",""
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","ZDB-GENE-041111-283",""
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","ZDB-GENE-050320-60",""
"OMIM:612922","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","4179","CD46","ZDB-GENE-110411-232",""
"OMIM:612923","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","3426","CFI","FBgn0052755",""
"OMIM:612923","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","3426","CFI","MGI:105937","Cfi"
"OMIM:612923","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","3426","CFI","RGD:620429","Cfi"
"OMIM:612923","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","3426","CFI","WBGene00006619",""
"OMIM:612924","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","629","CFB","MGI:105975","Cfb"
"OMIM:612924","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","629","CFB","ZDB-GENE-030131-2319",""
"OMIM:612924","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","629","CFB","ZDB-GENE-980526-487",""
"OMIM:612924","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","629","CFB","ZDB-GENE-990415-34",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","FBgn0041180",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","FBgn0041181",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","FBgn0041182",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","FBgn0041183",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","FBgn0267488",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","MGI:88227","C3"
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","RGD:2232","C3"
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","WBGene00008735",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","WBGene00013969",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-030131-2211",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-030131-3063",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-041212-2",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-140822-3",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-990415-35",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-990415-36",""
"OMIM:612925","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","718","C3","ZDB-GENE-990415-37",""
"OMIM:612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","7056","THBD","FBgn0001321",""
"OMIM:612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","7056","THBD","FBgn0262717",""
"OMIM:612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","7056","THBD","MGI:98736","Thbd"
"OMIM:612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","7056","THBD","RGD:621299","Thbd"
"OMIM:612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","7056","THBD","WBGene00010368",""
"OMIM:612926","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","7056","THBD","WBGene00020921",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","FBgn0000579",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","MGI:95395","Eno3"
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","RGD:2555","Eno3"
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","S000001217",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","S000003486",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","S000004942",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","S000005920",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","S000006202",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","WBGene00011884",""
"OMIM:612932","GLYCOGEN STORAGE DISEASE XIII","2027","ENO3","ZDB-GENE-031006-5",""
"OMIM:612933","GLYCOGEN STORAGE DISEASE XI","3939","LDHA","FBgn0001258",""
"OMIM:612933","GLYCOGEN STORAGE DISEASE XI","3939","LDHA","FBgn0033856",""
"OMIM:612933","GLYCOGEN STORAGE DISEASE XI","3939","LDHA","MGI:96759","Ldha"
"OMIM:612933","GLYCOGEN STORAGE DISEASE XI","3939","LDHA","RGD:2996","Ldha"
"OMIM:612933","GLYCOGEN STORAGE DISEASE XI","3939","LDHA","WBGene00002262",""
"OMIM:612933","GLYCOGEN STORAGE DISEASE XI","3939","LDHA","ZDB-GENE-991026-5",""
"OMIM:612936","SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE","9179","AP4M1","MGI:1337063","Ap4m1"
"OMIM:612936","SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE","9179","AP4M1","RGD:1310233","Ap4m1"
"OMIM:612936","SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE","9179","AP4M1","ZDB-GENE-040718-421",""
"OMIM:612937","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15","54344","DPM3","FBgn0053977",""
"OMIM:612937","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15","54344","DPM3","MGI:1915813","Dpm3"
"OMIM:612937","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15","54344","DPM3","RGD:1561807","Dpm3"
"OMIM:612937","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15","54344","DPM3","WBGene00009219",""
"OMIM:612937","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15","54344","DPM3","ZDB-GENE-040426-1782",""
"OMIM:612938","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","79068","FTO","MGI:1347093","Fto"
"OMIM:612938","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","79068","FTO","RGD:1305121","Fto"
"OMIM:612938","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","79068","FTO","ZDB-GENE-061108-1",""
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","FBgn0038516",""
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","MGI:2384795","Pycr1"
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","RGD:1307863","Pycr1"
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","S000000825",""
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","WBGene00010924",""
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","WBGene00018904",""
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","ZDB-GENE-040426-1675",""
"OMIM:612940","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB","5831","PYCR1","ZDB-GENE-050522-26",""
"OMIM:612943","RETINITIS PIGMENTOSA 42","55975","KLHL7","MGI:1196453","Klhl7"
"OMIM:612943","RETINITIS PIGMENTOSA 42","55975","KLHL7","RGD:1305564","Klhl7"
"OMIM:612943","RETINITIS PIGMENTOSA 42","55975","KLHL7","ZDB-GENE-130212-1",""
"OMIM:612949","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39","8604","SLC25A12","FBgn0028646",""
"OMIM:612949","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39","8604","SLC25A12","MGI:1926080","Slc25a12"
"OMIM:612949","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39","8604","SLC25A12","RGD:1305181","Slc25a12"
"OMIM:612949","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39","8604","SLC25A12","S000006225",""
"OMIM:612949","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39","8604","SLC25A12","WBGene00019326",""
"OMIM:612949","DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39","8604","SLC25A12","ZDB-GENE-031006-11",""
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","FBgn0010406",""
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","MGI:1915445","Rnaset2a"
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","MGI:3702087","Rnaset2b"
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","RGD:1309918","Rnaset2"
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","S000006044",""
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","WBGene00019624",""
"OMIM:612951","LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY","8635","RNASET2","ZDB-GENE-030131-2513",""
"OMIM:612952","AICARDI-GOUTIERES SYNDROME 5","25939","SAMHD1","FBgn0028380",""
"OMIM:612952","AICARDI-GOUTIERES SYNDROME 5","25939","SAMHD1","MGI:1927468","Samhd1"
"OMIM:612952","AICARDI-GOUTIERES SYNDROME 5","25939","SAMHD1","RGD:1308369","Samhd1"
"OMIM:612952","AICARDI-GOUTIERES SYNDROME 5","25939","SAMHD1","WBGene00022673",""
"OMIM:612952","AICARDI-GOUTIERES SYNDROME 5","25939","SAMHD1","ZDB-GENE-090313-386",""
"OMIM:612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","8398","PLA2G6","FBgn0036053",""
"OMIM:612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","8398","PLA2G6","MGI:1859152","Pla2g6"
"OMIM:612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","8398","PLA2G6","RGD:628867","Pla2g6"
"OMIM:612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","8398","PLA2G6","WBGene00011423",""
"OMIM:612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","8398","PLA2G6","WBGene00016661",""
"OMIM:612953","PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE","8398","PLA2G6","ZDB-GENE-040426-2079",""
"OMIM:612954","MYOPATHY, MYOFIBRILLAR, 6","9531","BAG3","FBgn0086708",""
"OMIM:612954","MYOPATHY, MYOFIBRILLAR, 6","9531","BAG3","MGI:1352493","Bag3"
"OMIM:612954","MYOPATHY, MYOFIBRILLAR, 6","9531","BAG3","RGD:1307794","Bag3"
"OMIM:612954","MYOPATHY, MYOFIBRILLAR, 6","9531","BAG3","ZDB-GENE-040801-40",""
"OMIM:612955","LONG QT SYNDROME 12","6640","SNTA1","FBgn0037130",""
"OMIM:612955","LONG QT SYNDROME 12","6640","SNTA1","MGI:101772","Snta1"
"OMIM:612955","LONG QT SYNDROME 12","6640","SNTA1","RGD:1307068","Snta1"
"OMIM:612955","LONG QT SYNDROME 12","6640","SNTA1","WBGene00006062",""
"OMIM:612955","LONG QT SYNDROME 12","6640","SNTA1","ZDB-GENE-120919-5",""
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","FBgn0031741",""
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","FBgn0031835",""
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","FBgn0259175",""
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","FBgn0266354",""
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","MGI:94921","Dpp6"
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","RGD:68402","Dpp6"
"OMIM:612956","VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 2","1804","DPP6","S000001070",""
