"Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.name","Disease.primaryIdentifier","Disease.genes.organism.name","Disease.dataSets.name"
"4688","NCF2","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 2","OMIM:233710","Homo sapiens","hpo-annotation"
"4689","NCF4","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 3","OMIM:613960","Homo sapiens","OMIM diseases"
"4689","NCF4","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 3","OMIM:613960","Homo sapiens","clinvar"
"4689","NCF4","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 3","OMIM:613960","Homo sapiens","hpo-annotation"
"1535","CYBA","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 4","OMIM:233690","Homo sapiens","OMIM diseases"
"1535","CYBA","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 4","OMIM:233690","Homo sapiens","clinvar"
"1535","CYBA","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 4","OMIM:233690","Homo sapiens","hpo-annotation"
"79415","CYBC1","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 5","OMIM:618935","Homo sapiens","OMIM diseases"
"79415","CYBC1","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 5","OMIM:618935","Homo sapiens","clinvar"
"79415","CYBC1","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, 5","OMIM:618935","Homo sapiens","hpo-annotation"
"1536","CYBB","GRANULOMATOUS DISEASE, CHRONIC, X-LINKED","OMIM:306400","Homo sapiens","OMIM diseases"
"1536","CYBB","GRANULOMATOUS DISEASE, CHRONIC, X-LINKED","OMIM:306400","Homo sapiens","clinvar"
"1536","CYBB","GRANULOMATOUS DISEASE, CHRONIC, X-LINKED","OMIM:306400","Homo sapiens","hpo-annotation"
"23218","NBEAL2","GRAY PLATELET SYNDROME","OMIM:139090","Homo sapiens","OMIM diseases"
"23218","NBEAL2","GRAY PLATELET SYNDROME","OMIM:139090","Homo sapiens","clinvar"
"23218","NBEAL2","GRAY PLATELET SYNDROME","OMIM:139090","Homo sapiens","hpo-annotation"
"3930","LBR","GREENBERG DYSPLASIA","OMIM:215140","Homo sapiens","OMIM diseases"
"3930","LBR","GREENBERG DYSPLASIA","OMIM:215140","Homo sapiens","clinvar"
"3930","LBR","GREENBERG DYSPLASIA","OMIM:215140","Homo sapiens","hpo-annotation"
"2737","GLI3","GREIG CEPHALOPOLYSYNDACTYLY SYNDROME","OMIM:175700","Homo sapiens","OMIM diseases"
"2737","GLI3","GREIG CEPHALOPOLYSYNDACTYLY SYNDROME","OMIM:175700","Homo sapiens","clinvar"
"2737","GLI3","GREIG CEPHALOPOLYSYNDACTYLY SYNDROME","OMIM:175700","Homo sapiens","hpo-annotation"
"4644","MYO5A","GRISCELLI SYNDROME, TYPE 1","OMIM:214450","Homo sapiens","OMIM diseases"
"4644","MYO5A","GRISCELLI SYNDROME, TYPE 1","OMIM:214450","Homo sapiens","clinvar"
"4644","MYO5A","GRISCELLI SYNDROME, TYPE 1","OMIM:214450","Homo sapiens","hpo-annotation"
"5873","RAB27A","GRISCELLI SYNDROME, TYPE 2","OMIM:607624","Homo sapiens","OMIM diseases"
"5873","RAB27A","GRISCELLI SYNDROME, TYPE 2","OMIM:607624","Homo sapiens","clinvar"
"5873","RAB27A","GRISCELLI SYNDROME, TYPE 2","OMIM:607624","Homo sapiens","hpo-annotation"
"79083","MLPH","GRISCELLI SYNDROME, TYPE 3","OMIM:609227","Homo sapiens","OMIM diseases"
"79083","MLPH","GRISCELLI SYNDROME, TYPE 3","OMIM:609227","Homo sapiens","clinvar"
"79083","MLPH","GRISCELLI SYNDROME, TYPE 3","OMIM:609227","Homo sapiens","hpo-annotation"
"2693","GHSR","GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL","OMIM:615925","Homo sapiens","OMIM diseases"
"2693","GHSR","GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL","OMIM:615925","Homo sapiens","clinvar"
"2693","GHSR","GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL","OMIM:615925","Homo sapiens","hpo-annotation"
"6777","STAT5B","GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 1, AUTOSOMAL RECESSIVE","OMIM:245590","Homo sapiens","OMIM diseases"
"6777","STAT5B","GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 1, AUTOSOMAL RECESSIVE","OMIM:245590","Homo sapiens","clinvar"
"6777","STAT5B","GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 1, AUTOSOMAL RECESSIVE","OMIM:245590","Homo sapiens","hpo-annotation"
"6777","STAT5B","GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 2, AUTOSOMAL DOMINANT","OMIM:618985","Homo sapiens","OMIM diseases"
"6777","STAT5B","GROWTH HORMONE INSENSITIVITY SYNDROME WITH IMMUNE DYSREGULATION 2, AUTOSOMAL DOMINANT","OMIM:618985","Homo sapiens","hpo-annotation"
"2690","GHR","GROWTH HORMONE INSENSITIVITY, PARTIAL","OMIM:604271","Homo sapiens","OMIM diseases"
"2690","GHR","GROWTH HORMONE INSENSITIVITY, PARTIAL","OMIM:604271","Homo sapiens","clinvar"
"2690","GHR","GROWTH HORMONE INSENSITIVITY, PARTIAL","OMIM:604271","Homo sapiens","hpo-annotation"
"8882","ZPR1","GROWTH RESTRICTION, HYPOPLASTIC KIDNEYS, ALOPECIA, AND DISTINCTIVE FACIES","OMIM:619321","Homo sapiens","OMIM diseases"
"8882","ZPR1","GROWTH RESTRICTION, HYPOPLASTIC KIDNEYS, ALOPECIA, AND DISTINCTIVE FACIES","OMIM:619321","Homo sapiens","clinvar"
"79068","FTO","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","OMIM:612938","Homo sapiens","OMIM diseases"
"79068","FTO","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","OMIM:612938","Homo sapiens","clinvar"
"79068","FTO","GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM","OMIM:612938","Homo sapiens","hpo-annotation"
"3376","IARS1","GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY","OMIM:617093","Homo sapiens","OMIM diseases"
"3376","IARS1","GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY","OMIM:617093","Homo sapiens","clinvar"
"3376","IARS1","GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY","OMIM:617093","Homo sapiens","hpo-annotation"
"5376","PMP22","GUILLAIN-BARRE SYNDROME, FAMILIAL","OMIM:139393","Homo sapiens","OMIM diseases"
"5376","PMP22","GUILLAIN-BARRE SYNDROME, FAMILIAL","OMIM:139393","Homo sapiens","hpo-annotation"
"4942","OAT","GYRATE ATROPHY OF CHOROID AND RETINA","OMIM:258870","Homo sapiens","OMIM diseases"
"4942","OAT","GYRATE ATROPHY OF CHOROID AND RETINA","OMIM:258870","Homo sapiens","clinvar"
"4942","OAT","GYRATE ATROPHY OF CHOROID AND RETINA","OMIM:258870","Homo sapiens","hpo-annotation"
"1075","CTSC","HAIM-MUNK SYNDROME","OMIM:245010","Homo sapiens","OMIM diseases"
"1075","CTSC","HAIM-MUNK SYNDROME","OMIM:245010","Homo sapiens","clinvar"
"1075","CTSC","HAIM-MUNK SYNDROME","OMIM:245010","Homo sapiens","hpo-annotation"
"10913","EDAR","HAIR MORPHOLOGY 1","OMIM:612630","Homo sapiens","OMIM diseases"
"4853","NOTCH2","HAJDU-CHENEY SYNDROME","OMIM:102500","Homo sapiens","OMIM diseases"
"4853","NOTCH2","HAJDU-CHENEY SYNDROME","OMIM:102500","Homo sapiens","clinvar"
"4853","NOTCH2","HAJDU-CHENEY SYNDROME","OMIM:102500","Homo sapiens","hpo-annotation"
"22872","SEC31A","HALPERIN-BIRK SYNDROME","OMIM:618651","Homo sapiens","OMIM diseases"
"22872","SEC31A","HALPERIN-BIRK SYNDROME","OMIM:618651","Homo sapiens","clinvar"
"22872","SEC31A","HALPERIN-BIRK SYNDROME","OMIM:618651","Homo sapiens","hpo-annotation"
"10265","IRX5","HAMAMY SYNDROME","OMIM:611174","Homo sapiens","OMIM diseases"
"10265","IRX5","HAMAMY SYNDROME","OMIM:611174","Homo sapiens","clinvar"
"10265","IRX5","HAMAMY SYNDROME","OMIM:611174","Homo sapiens","hpo-annotation"
"3209","HOXA13","HAND-FOOT-GENITAL SYNDROME","OMIM:140000","Homo sapiens","OMIM diseases"
"3209","HOXA13","HAND-FOOT-GENITAL SYNDROME","OMIM:140000","Homo sapiens","clinvar"
"3209","HOXA13","HAND-FOOT-GENITAL SYNDROME","OMIM:140000","Homo sapiens","hpo-annotation"
"7874","USP7","HAO-FOUNTAIN SYNDROME","OMIM:616863","Homo sapiens","OMIM diseases"
"7874","USP7","HAO-FOUNTAIN SYNDROME","OMIM:616863","Homo sapiens","clinvar"
"7874","USP7","HAO-FOUNTAIN SYNDROME","OMIM:616863","Homo sapiens","hpo-annotation"
"1371","CPOX","HARDEROPORPHYRIA","OMIM:618892","Homo sapiens","OMIM diseases"
"1371","CPOX","HARDEROPORPHYRIA","OMIM:618892","Homo sapiens","clinvar"
"1371","CPOX","HARDEROPORPHYRIA","OMIM:618892","Homo sapiens","hpo-annotation"
"9968","MED12","HARDIKAR SYNDROME","OMIM:301068","Homo sapiens","OMIM diseases"
"9968","MED12","HARDIKAR SYNDROME","OMIM:301068","Homo sapiens","clinvar"
"55210","ATAD3A","HAREL-YOON SYNDROME","OMIM:617183","Homo sapiens","OMIM diseases"
"55210","ATAD3A","HAREL-YOON SYNDROME","OMIM:617183","Homo sapiens","clinvar"
"55210","ATAD3A","HAREL-YOON SYNDROME","OMIM:617183","Homo sapiens","hpo-annotation"
"340024","SLC6A19","HARTNUP DISORDER","OMIM:234500","Homo sapiens","OMIM diseases"
"340024","SLC6A19","HARTNUP DISORDER","OMIM:234500","Homo sapiens","clinvar"
"340024","SLC6A19","HARTNUP DISORDER","OMIM:234500","Homo sapiens","hpo-annotation"
"2260","FGFR1","HARTSFIELD SYNDROME","OMIM:615465","Homo sapiens","OMIM diseases"
"2260","FGFR1","HARTSFIELD SYNDROME","OMIM:615465","Homo sapiens","clinvar"
"2260","FGFR1","HARTSFIELD SYNDROME","OMIM:615465","Homo sapiens","hpo-annotation"
"1493","CTLA4","HASHIMOTO THYROIDITIS","OMIM:140300","Homo sapiens","OMIM diseases"
"1493","CTLA4","HASHIMOTO THYROIDITIS","OMIM:140300","Homo sapiens","hpo-annotation"
"3242","HPD","HAWKINSINURIA","OMIM:140350","Homo sapiens","OMIM diseases"
"3242","HPD","HAWKINSINURIA","OMIM:140350","Homo sapiens","clinvar"
"3242","HPD","HAWKINSINURIA","OMIM:140350","Homo sapiens","hpo-annotation"
"56006","SMG9","HEART AND BRAIN MALFORMATION SYNDROME","OMIM:616920","Homo sapiens","OMIM diseases"
"56006","SMG9","HEART AND BRAIN MALFORMATION SYNDROME","OMIM:616920","Homo sapiens","clinvar"
"56006","SMG9","HEART AND BRAIN MALFORMATION SYNDROME","OMIM:616920","Homo sapiens","hpo-annotation"
"2627","GATA6","HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES","OMIM:600001","Homo sapiens","OMIM diseases"
"2627","GATA6","HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES","OMIM:600001","Homo sapiens","clinvar"
"2627","GATA6","HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES","OMIM:600001","Homo sapiens","hpo-annotation"
"4000","LMNA","HEART-HAND SYNDROME, SLOVENIAN TYPE","OMIM:610140","Homo sapiens","OMIM diseases"
"4000","LMNA","HEART-HAND SYNDROME, SLOVENIAN TYPE","OMIM:610140","Homo sapiens","clinvar"
"4000","LMNA","HEART-HAND SYNDROME, SLOVENIAN TYPE","OMIM:610140","Homo sapiens","hpo-annotation"
"5189","PEX1","HEIMLER SYNDROME 1","OMIM:234580","Homo sapiens","OMIM diseases"
"5189","PEX1","HEIMLER SYNDROME 1","OMIM:234580","Homo sapiens","clinvar"
"5189","PEX1","HEIMLER SYNDROME 1","OMIM:234580","Homo sapiens","hpo-annotation"
"5190","PEX6","HEIMLER SYNDROME 2","OMIM:616617","Homo sapiens","OMIM diseases"
"5190","PEX6","HEIMLER SYNDROME 2","OMIM:616617","Homo sapiens","clinvar"
"5190","PEX6","HEIMLER SYNDROME 2","OMIM:616617","Homo sapiens","hpo-annotation"
"3039","HBA1","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","OMIM diseases"
"3039","HBA1","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","clinvar"
"3039","HBA1","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","hpo-annotation"
"3040","HBA2","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","OMIM diseases"
"3040","HBA2","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","clinvar"
"3040","HBA2","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","hpo-annotation"
"3043","HBB","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","OMIM diseases"
"3043","HBB","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","clinvar"
"3043","HBB","HEINZ BODY ANEMIAS","OMIM:140700","Homo sapiens","hpo-annotation"
"3459","IFNGR1","HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO","OMIM:600263","Homo sapiens","OMIM diseases"
"3459","IFNGR1","HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO","OMIM:600263","Homo sapiens","hpo-annotation"
"9071","CLDN10","HELIX SYNDROME","OMIM:617671","Homo sapiens","OMIM diseases"
"9071","CLDN10","HELIX SYNDROME","OMIM:617671","Homo sapiens","clinvar"
"9071","CLDN10","HELIX SYNDROME","OMIM:617671","Homo sapiens","hpo-annotation"
"23394","ADNP","HELSMOORTEL-VAN DER AA SYNDROME","OMIM:615873","Homo sapiens","OMIM diseases"
"23394","ADNP","HELSMOORTEL-VAN DER AA SYNDROME","OMIM:615873","Homo sapiens","clinvar"
"23394","ADNP","HELSMOORTEL-VAN DER AA SYNDROME","OMIM:615873","Homo sapiens","hpo-annotation"
"2324","FLT4","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","OMIM diseases"
"2324","FLT4","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","clinvar"
"2324","FLT4","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","hpo-annotation"
"3791","KDR","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","OMIM diseases"
"3791","KDR","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","clinvar"
"3791","KDR","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","hpo-annotation"
"84168","ANTXR1","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","OMIM diseases"
"84168","ANTXR1","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","clinvar"
"84168","ANTXR1","HEMANGIOMA, CAPILLARY INFANTILE","OMIM:602089","Homo sapiens","hpo-annotation"
"1285","COL4A3","HEMATURIA, BENIGN FAMILIAL","OMIM:141200","Homo sapiens","OMIM diseases"
"1285","COL4A3","HEMATURIA, BENIGN FAMILIAL","OMIM:141200","Homo sapiens","clinvar"
"1285","COL4A3","HEMATURIA, BENIGN FAMILIAL","OMIM:141200","Homo sapiens","hpo-annotation"
"1286","COL4A4","HEMATURIA, BENIGN FAMILIAL","OMIM:141200","Homo sapiens","OMIM diseases"
"1286","COL4A4","HEMATURIA, BENIGN FAMILIAL","OMIM:141200","Homo sapiens","clinvar"
"1286","COL4A4","HEMATURIA, BENIGN FAMILIAL","OMIM:141200","Homo sapiens","hpo-annotation"
"3162","HMOX1","HEME OXYGENASE 1 DEFICIENCY","OMIM:614034","Homo sapiens","OMIM diseases"
"3162","HMOX1","HEME OXYGENASE 1 DEFICIENCY","OMIM:614034","Homo sapiens","clinvar"
"3162","HMOX1","HEME OXYGENASE 1 DEFICIENCY","OMIM:614034","Homo sapiens","hpo-annotation"
"3077","HFE","HEMOCHROMATOSIS, TYPE 1","OMIM:235200","Homo sapiens","OMIM diseases"
"3077","HFE","HEMOCHROMATOSIS, TYPE 1","OMIM:235200","Homo sapiens","clinvar"
"3077","HFE","HEMOCHROMATOSIS, TYPE 1","OMIM:235200","Homo sapiens","hpo-annotation"
"650","BMP2","HEMOCHROMATOSIS, TYPE 1","OMIM:235200","Homo sapiens","OMIM diseases"
"650","BMP2","HEMOCHROMATOSIS, TYPE 1","OMIM:235200","Homo sapiens","clinvar"
"650","BMP2","HEMOCHROMATOSIS, TYPE 1","OMIM:235200","Homo sapiens","hpo-annotation"
"148738","HJV","HEMOCHROMATOSIS, TYPE 2A","OMIM:602390","Homo sapiens","OMIM diseases"
"148738","HJV","HEMOCHROMATOSIS, TYPE 2A","OMIM:602390","Homo sapiens","clinvar"
"148738","HJV","HEMOCHROMATOSIS, TYPE 2A","OMIM:602390","Homo sapiens","hpo-annotation"
"57817","HAMP","HEMOCHROMATOSIS, TYPE 2B","OMIM:613313","Homo sapiens","OMIM diseases"
"57817","HAMP","HEMOCHROMATOSIS, TYPE 2B","OMIM:613313","Homo sapiens","clinvar"
"57817","HAMP","HEMOCHROMATOSIS, TYPE 2B","OMIM:613313","Homo sapiens","hpo-annotation"
"7036","TFR2","HEMOCHROMATOSIS, TYPE 3","OMIM:604250","Homo sapiens","OMIM diseases"
"7036","TFR2","HEMOCHROMATOSIS, TYPE 3","OMIM:604250","Homo sapiens","clinvar"
"7036","TFR2","HEMOCHROMATOSIS, TYPE 3","OMIM:604250","Homo sapiens","hpo-annotation"
"30061","SLC40A1","HEMOCHROMATOSIS, TYPE 4","OMIM:606069","Homo sapiens","OMIM diseases"
"30061","SLC40A1","HEMOCHROMATOSIS, TYPE 4","OMIM:606069","Homo sapiens","clinvar"
"30061","SLC40A1","HEMOCHROMATOSIS, TYPE 4","OMIM:606069","Homo sapiens","hpo-annotation"
"2495","FTH1","HEMOCHROMATOSIS, TYPE 5","OMIM:615517","Homo sapiens","OMIM diseases"
"2495","FTH1","HEMOCHROMATOSIS, TYPE 5","OMIM:615517","Homo sapiens","clinvar"
"2495","FTH1","HEMOCHROMATOSIS, TYPE 5","OMIM:615517","Homo sapiens","hpo-annotation"
"3039","HBA1","HEMOGLOBIN H DISEASE","OMIM:613978","Homo sapiens","OMIM diseases"
"3039","HBA1","HEMOGLOBIN H DISEASE","OMIM:613978","Homo sapiens","hpo-annotation"
"3040","HBA2","HEMOGLOBIN H DISEASE","OMIM:613978","Homo sapiens","OMIM diseases"
"3040","HBA2","HEMOGLOBIN H DISEASE","OMIM:613978","Homo sapiens","hpo-annotation"
"54583","EGLN1","HEMOGLOBIN, HIGH ALTITUDE ADAPTATION","OMIM:609070","Homo sapiens","OMIM diseases"
"54583","EGLN1","HEMOGLOBIN, HIGH ALTITUDE ADAPTATION","OMIM:609070","Homo sapiens","hpo-annotation"
"2936","GSR","HEMOLYTIC ANEMIA DUE TO GLUTATHIONE REDUCTASE DEFICIENCY","OMIM:618660","Homo sapiens","OMIM diseases"
"2936","GSR","HEMOLYTIC ANEMIA DUE TO GLUTATHIONE REDUCTASE DEFICIENCY","OMIM:618660","Homo sapiens","clinvar"
"2936","GSR","HEMOLYTIC ANEMIA DUE TO GLUTATHIONE REDUCTASE DEFICIENCY","OMIM:618660","Homo sapiens","hpo-annotation"
"966","CD59","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY","OMIM:612300","Homo sapiens","OMIM diseases"
"966","CD59","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY","OMIM:612300","Homo sapiens","clinvar"
"966","CD59","HEMOLYTIC ANEMIA, CD59-MEDIATED, WITH OR WITHOUT IMMUNE-MEDIATED POLYNEUROPATHY","OMIM:612300","Homo sapiens","hpo-annotation"
"286410","ATP11C","HEMOLYTIC ANEMIA, CONGENITAL, X-LINKED","OMIM:301015","Homo sapiens","OMIM diseases"
"286410","ATP11C","HEMOLYTIC ANEMIA, CONGENITAL, X-LINKED","OMIM:301015","Homo sapiens","clinvar"
"286410","ATP11C","HEMOLYTIC ANEMIA, CONGENITAL, X-LINKED","OMIM:301015","Homo sapiens","hpo-annotation"
"2821","GPI","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY","OMIM:613470","Homo sapiens","OMIM diseases"
"2821","GPI","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY","OMIM:613470","Homo sapiens","clinvar"
"2821","GPI","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY","OMIM:613470","Homo sapiens","hpo-annotation"
"3098","HK1","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY","OMIM:235700","Homo sapiens","OMIM diseases"
"3098","HK1","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY","OMIM:235700","Homo sapiens","clinvar"
"3098","HK1","HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY","OMIM:235700","Homo sapiens","hpo-annotation"
"6007","RHD","HEMOLYTIC DISEASE OF FETUS AND NEWBORN, RH-INDUCED","OMIM:619462","Homo sapiens","OMIM diseases"
"10878","CFHR3","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","OMIM diseases"
"10878","CFHR3","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","clinvar"
"10878","CFHR3","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","hpo-annotation"
"3075","CFH","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","OMIM diseases"
"3075","CFH","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","clinvar"
"3075","CFH","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","hpo-annotation"
"3078","CFHR1","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","OMIM diseases"
"3078","CFHR1","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","clinvar"
"3078","CFHR1","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1","OMIM:235400","Homo sapiens","hpo-annotation"
"4179","CD46","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","OMIM:612922","Homo sapiens","OMIM diseases"
"4179","CD46","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","OMIM:612922","Homo sapiens","clinvar"
"4179","CD46","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2","OMIM:612922","Homo sapiens","hpo-annotation"
"3426","CFI","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","OMIM:612923","Homo sapiens","OMIM diseases"
"3426","CFI","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","OMIM:612923","Homo sapiens","clinvar"
"3426","CFI","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3","OMIM:612923","Homo sapiens","hpo-annotation"
"629","CFB","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","OMIM:612924","Homo sapiens","OMIM diseases"
"629","CFB","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","OMIM:612924","Homo sapiens","clinvar"
"629","CFB","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4","OMIM:612924","Homo sapiens","hpo-annotation"
"718","C3","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","OMIM:612925","Homo sapiens","OMIM diseases"
"718","C3","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","OMIM:612925","Homo sapiens","clinvar"
"718","C3","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5","OMIM:612925","Homo sapiens","hpo-annotation"
"7056","THBD","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","OMIM:612926","Homo sapiens","OMIM diseases"
"7056","THBD","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","OMIM:612926","Homo sapiens","clinvar"
"7056","THBD","HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6","OMIM:612926","Homo sapiens","hpo-annotation"
"5551","PRF1","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2","OMIM:603553","Homo sapiens","OMIM diseases"
"5551","PRF1","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2","OMIM:603553","Homo sapiens","clinvar"
"5551","PRF1","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2","OMIM:603553","Homo sapiens","hpo-annotation"
"201294","UNC13D","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3","OMIM:608898","Homo sapiens","OMIM diseases"
"201294","UNC13D","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3","OMIM:608898","Homo sapiens","clinvar"
"201294","UNC13D","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3","OMIM:608898","Homo sapiens","hpo-annotation"
"8676","STX11","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4","OMIM:603552","Homo sapiens","OMIM diseases"
"8676","STX11","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4","OMIM:603552","Homo sapiens","clinvar"
"8676","STX11","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4","OMIM:603552","Homo sapiens","hpo-annotation"
"6813","STXBP2","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5, WITH OR WITHOUT MICROVILLUS INCLUSION DISEASE","OMIM:613101","Homo sapiens","OMIM diseases"
