NCBI GeneID,Protein Accession,Protein_length
34069,NP_001260214.1,469
34069,NP_001260215.1,471
34069,NP_001260216.1,524
34069,NP_609154.1,524
34069,NP_723320.1,524
34075,NP_609157.3,197
34079,NP_001285729.1,515
34079,NP_787994.1,515
34086,NP_001245933.1,300
34086,NP_609167.3,300
34086,NP_723327.1,358
34086,NP_995645.1,300
34088,NP_001245934.1,518
34088,NP_001285733.1,518
34088,NP_609169.1,518
34097,NP_609178.1,176
34111,NP_001285744.1,90
34111,NP_609187.1,90
34118,NP_609193.1,921
34123,NP_001260233.1,170
34123,NP_609196.1,170
34131,NP_001245941.1,1569
34131,NP_001245942.1,1568
34131,NP_001260237.1,1603
34131,NP_001260238.1,261
34131,NP_001260239.1,1448
34131,NP_001260240.1,1512
34131,NP_001260241.1,1516
34131,NP_001260242.1,1501
34131,NP_477227.2,298
34131,NP_723368.1,272
34131,NP_995650.3,1453
34131,NP_995651.3,1534
34134,NP_609202.1,326
34135,NP_001260245.1,406
34135,NP_001260246.1,453
34135,NP_523510.1,443
34142,NP_609209.2,122
34152,NP_001285749.1,340
34152,NP_001285750.1,340
34152,NP_609216.1,340
34152,NP_723380.1,340
34159,NP_609222.1,112
34172,NP_609228.2,969
34185,NP_609238.1,426
34187,NP_001260255.1,453
34187,NP_001260256.1,453
34187,NP_609240.2,453
34197,NP_609247.1,219
34198,NP_001260268.1,506
34198,NP_609248.1,506
34204,NP_609251.2,978
34211,NP_001162915.1,248
34211,NP_001285767.1,248
34211,NP_523515.1,248
34212,NP_001137809.1,308
34212,NP_523516.1,308
34212,NP_723426.1,308
34237,NP_001036349.2,778
34237,NP_001162916.1,793
34237,NP_001188745.1,730
34237,NP_001260277.1,720
34237,NP_001260278.1,687
34237,NP_788015.1,715
34237,NP_788016.1,550
34260,NP_001285779.1,444
34260,NP_001285780.1,207
34260,NP_609288.4,444
34262,NP_609289.1,368
34274,NP_001097133.1,129
34274,NP_001188757.1,1054
34274,NP_001188758.1,1054
34274,NP_001369124.1,1054
34274,NP_523525.2,1054
34274,NP_723468.1,1054
34278,NP_001188759.1,564
34278,NP_609300.1,564
34279,NP_609301.2,580
34294,NP_001260299.1,448
34294,NP_001285783.1,448
34294,NP_477373.1,448
34297,NP_609310.2,430
34315,NP_001260304.1,281
34315,NP_609322.1,281
34319,NP_001260307.1,703
34319,NP_723501.2,706
34326,NP_001303318.1,234
34326,NP_609333.1,234
34327,NP_001036350.2,490
34327,NP_001245955.1,491
34327,NP_001245956.1,468
34327,NP_001245957.1,469
34327,NP_001260310.1,608
34327,NP_001369126.1,528
34327,NP_609334.1,491
34336,NP_609339.1,337
34354,NP_609353.1,490
34355,NP_609354.1,413
34357,NP_001334733.1,694
34357,NP_001334734.1,694
34357,NP_609356.2,694
34360,NP_609358.1,431
34360,NP_723532.1,431
34361,NP_001285799.1,241
34361,NP_609359.1,241
34361,NP_723534.1,241
34362,NP_609360.2,623
34362,NP_723535.1,623
34368,NP_609362.1,156
34388,NP_609378.1,561
34401,NP_609387.1,338
34412,NP_001260339.1,218
34412,NP_523537.1,218
34421,NP_609397.2,756
34425,NP_001188779.1,408
34425,NP_609400.1,408
34429,NP_609402.1,199
34431,NP_609403.2,702
34432,NP_609404.2,319
34436,NP_001260350.1,950
34436,NP_609407.1,950
34440,NP_001188782.2,547
34440,NP_001188783.1,543
34440,NP_001260352.1,219
34440,NP_609411.1,547
34442,NP_609413.1,776
34446,NP_001260353.1,203
34446,NP_609416.1,203
34449,NP_001260355.1,428
34449,NP_523539.2,428
34460,NP_001285807.1,457
34460,NP_609428.1,457
34471,NP_609439.1,342
34474,NP_609441.1,405
34479,NP_609444.1,247
34482,NP_609447.1,193
34488,NP_001260363.1,418
34488,NP_609452.1,420
34494,NP_609458.1,391
34496,NP_001162944.1,874
34496,NP_609459.1,874
34497,NP_001033898.1,340
34503,NP_477449.1,276
34540,NP_609485.4,969
34540,NP_995682.1,969
34542,NP_001245975.1,878
34542,NP_609487.2,907
34544,NP_609489.1,636
34546,NP_609490.1,1225
34551,NP_609495.1,1412
34564,NP_609500.1,288
34566,NP_609501.1,282
34571,NP_609503.2,570
34572,NP_609504.2,597
34577,NP_609509.2,682
34577,NP_995686.1,682
34577,NP_995687.1,682
34581,NP_609510.2,275
34598,NP_001188791.2,583
34598,NP_609523.2,564
34598,NP_723693.3,583
34610,NP_001285856.1,231
34610,NP_609531.1,231
34614,NP_609534.1,245
34619,NP_609537.1,525
34622,NP_001285862.1,469
34622,NP_609540.2,469
34625,NP_001097151.1,257
34625,NP_001285865.1,257
34625,NP_609543.2,257
34627,NP_001033900.2,318
34627,NP_001245997.1,318
34627,NP_001285867.1,318
34631,NP_477479.1,394
34638,NP_001285871.1,265
34638,NP_609551.2,265
34654,NP_609564.1,395
34655,NP_001260413.1,80
34655,NP_001260414.1,86
34655,NP_609565.1,86
34656,NP_609566.1,578
34683,NP_609588.1,257
34689,NP_001033902.1,436
34689,NP_609593.1,1130
34706,NP_609604.1,747
34707,NP_001260431.1,440
34707,NP_609605.1,389
34707,NP_723785.1,389
34711,NP_609608.1,409
34718,NP_001260435.1,649
34718,NP_001260436.1,649
34718,NP_609615.2,649
34719,NP_609616.1,627
34729,NP_001260439.1,250
34729,NP_609626.1,250
34730,NP_609627.1,309
34731,NP_723797.3,639
34743,NP_609640.1,355
34745,NP_609641.1,216
34747,NP_001285889.1,144
34747,NP_609642.1,144
34748,NP_001285890.1,690
34748,NP_609643.2,695
34750,NP_609645.2,510
34752,NP_609647.1,285
34752,NP_723814.1,271
34753,NP_609648.1,1906
34756,NP_001285898.1,627
34756,NP_609651.1,627
34763,NP_609656.1,558
34763,NP_723818.1,558
34775,NP_001260447.1,499
34775,NP_001260448.1,510
34775,NP_001260449.1,510
34775,NP_609666.2,513
34775,NP_723827.1,514
34776,NP_001246023.1,148
34776,NP_609667.2,626
34781,NP_001285909.1,248
34781,NP_609671.1,258
34781,NP_723837.2,258
34787,NP_001260450.1,394
34787,NP_609676.1,394
34799,NP_001285912.1,260
34799,NP_609681.1,260
34800,NP_609682.1,287
34801,NP_001285913.1,297
34801,NP_609683.1,297
34809,NP_001188800.1,358
34809,NP_609688.3,373
34812,NP_609690.1,277
34818,NP_001285922.1,701
34818,NP_609695.2,648
34818,NP_788047.1,701
34823,NP_001188805.1,564
34823,NP_001285924.1,548
34823,NP_609697.2,548
34828,NP_001285925.1,333
34828,NP_609702.1,333
34835,NP_001285926.1,799
34835,NP_001285927.1,946
34835,NP_001285928.1,923
34835,NP_788055.2,948
34853,NP_001188811.1,79
34853,NP_001285939.1,79
34853,NP_609716.2,79
34874,NP_609735.1,215
34879,NP_001285947.1,438
34879,NP_523570.3,438
34886,NP_001246034.1,1281
34886,NP_001260459.1,1281
34886,NP_001285951.1,1292
34886,NP_001285952.1,1305
34886,NP_609738.1,1338
34886,NP_995719.1,1259
34887,NP_609739.2,587
34897,NP_001260465.1,138
34897,NP_609747.1,138
34915,NP_001285959.1,254
34915,NP_609757.1,254
34919,NP_609760.1,254
34941,NP_723941.2,910
34951,NP_001260486.1,1215
34951,NP_723955.2,1215
34953,NP_001260489.1,359
34953,NP_001260490.1,359
34953,NP_609781.1,359
34957,NP_609783.1,622
34963,NP_609787.2,138
34965,NP_609789.1,227
34970,NP_609790.1,292
34975,NP_609791.1,126
35005,NP_001285987.1,453
35005,NP_523586.1,453
35026,NP_001188824.2,5096
35026,NP_001188825.2,5095
35026,NP_001188826.2,5116
35026,NP_001188827.2,5075
35026,NP_001286002.1,5150
35026,NP_001286003.1,5110
35031,NP_001137832.1,217
35031,NP_788071.3,404
35035,NP_001188828.1,343
35035,NP_609829.5,343
35043,NP_609836.1,117
35044,NP_609837.1,404
35050,NP_609841.2,379
35055,NP_001246062.1,124
35055,NP_609843.1,124
35056,NP_001246063.1,548
35056,NP_609844.1,548
35060,NP_609847.1,318
35067,NP_001286018.1,137
35067,NP_609852.1,137
35068,NP_001188832.1,504
35068,NP_001188833.1,494
35068,NP_001286019.1,494
35068,NP_609853.1,494
35083,NP_001286028.1,625
35083,NP_001286029.1,625
35083,NP_001286030.1,625
35083,NP_609866.1,625
35083,NP_724091.1,625
35083,NP_724092.1,625
35089,NP_001286031.1,425
35089,NP_609870.1,425
35090,NP_001286032.1,1067
35090,NP_724101.4,1068
35091,NP_001286033.1,682
35091,NP_001286034.1,682
35091,NP_609872.1,682
35095,NP_001286037.1,665
35095,NP_609876.2,665
35105,NP_001246079.1,530
35105,NP_609882.1,530
35106,NP_001286043.1,1394
35106,NP_609883.1,1394
35111,NP_001286048.1,941
35111,NP_609887.1,941
35114,NP_609890.2,416
35116,NP_001260541.1,299
35116,NP_001260542.1,281
35116,NP_001286051.1,280
35116,NP_523597.2,281
35119,NP_477145.1,732
35126,NP_609899.1,428
35128,NP_609901.6,207
35129,NP_001286057.1,464
35129,NP_477388.1,464
35140,NP_001286066.1,407
35140,NP_609912.1,407
35145,NP_523598.2,178
35149,NP_001286069.1,1730
35149,NP_609917.2,1732
35156,NP_001286076.1,455
35156,NP_001286077.1,455
35156,NP_609923.2,455
35157,NP_001286078.1,762
35157,NP_609924.2,762
35163,NP_001260548.1,1323
35163,NP_724148.2,1323
35172,NP_609934.3,369
35174,NP_609936.1,183
35196,NP_001260562.1,116
35196,NP_001260563.1,132
35196,NP_609950.1,105
35198,NP_609951.2,513
35213,NP_001163015.1,693
35213,NP_609961.2,693
35213,NP_724180.1,693
35213,NP_724181.1,693
35220,NP_609965.1,506
35237,NP_001260588.1,1319
35237,NP_609977.1,1309
35237,NP_724203.2,1309
35240,NP_609980.1,241
35255,NP_609992.1,189
35258,NP_609995.1,578
35285,NP_610018.1,222
35298,NP_610025.1,602
35298,NP_724247.1,602
35299,NP_523606.1,204
35299,NP_724248.1,204
35307,NP_523607.2,522
35314,NP_001137843.1,193
35314,NP_001246105.1,193
35314,NP_001260624.1,204
35314,NP_001260625.1,193
35314,NP_610035.4,714
35316,NP_001260630.1,475
35316,NP_610037.1,475
35335,NP_001260637.1,659
35335,NP_610053.1,659
35344,NP_610059.1,180
35344,NP_724290.1,143
35347,NP_001188857.1,326
35347,NP_001188858.1,326
35347,NP_001188859.1,364
35347,NP_001188860.1,364
35347,NP_001286107.1,364
35347,NP_001286108.1,326
35347,NP_001286109.1,364
35347,NP_610062.2,326
35347,NP_724293.2,364
35347,NP_788080.1,364
35347,NP_788081.1,326
35347,NP_995737.2,326
35351,NP_001286113.1,159
35351,NP_652593.3,159
35365,NP_610078.2,388
35366,NP_995741.2,1292
35369,NP_001260655.1,399
35369,NP_001260656.1,399
35369,NP_001260657.1,399
35369,NP_610081.3,399
35372,NP_001260658.1,422
35372,NP_001260659.1,422
35372,NP_610084.1,422
35374,NP_610086.3,1071
35375,NP_610087.2,347
35382,NP_001286116.1,162
35382,NP_523609.3,162
35383,NP_001163029.1,289
35383,NP_610092.2,310
35384,NP_001286117.1,494
35384,NP_610093.1,494
35384,NP_724313.1,494
35386,NP_610095.1,766
35394,NP_001036373.1,1002
35394,NP_523610.2,704
35397,NP_001286123.1,2663
35397,NP_610101.3,2663
35405,NP_523612.3,235
35407,NP_610107.1,913
35409,NP_001286096.1,258
35409,NP_610109.1,258
35424,NP_001036374.1,1394
35424,NP_001163040.1,1388
35424,NP_001246128.1,1394
35424,NP_001286126.1,1208
35424,NP_001286127.1,1346
35424,NP_724359.1,1353
35424,NP_724360.1,1014
35427,NP_001163042.1,987
35427,NP_724363.1,987
35442,NP_001097188.1,1639
35442,NP_001097189.2,349
35442,NP_001097190.2,2139
35442,NP_001188862.1,413
35442,NP_001260683.1,1717
35442,NP_001260684.1,2190
35442,NP_001260685.1,822
35442,NP_001260686.1,1636
35442,NP_610134.2,1710
35442,NP_610136.2,778
35442,NP_724384.1,1710
35447,NP_001246131.1,301
35447,NP_610138.4,425
35452,NP_001260688.1,293
35452,NP_610143.3,293
35452,NP_724389.1,207
35475,NP_001036470.1,1034
35475,NP_001286139.1,1034
35475,NP_610156.1,1034
35475,NP_724396.1,1034
35488,NP_610165.1,301
35492,NP_610169.1,662
35492,NP_724410.1,662
35496,NP_610172.1,1057
35499,NP_001286141.1,658
35499,NP_610174.1,658
35511,NP_610183.1,699
35520,NP_610189.2,516
35520,NP_724438.1,516
35531,NP_001188864.1,332
35531,NP_001188865.1,332
35531,NP_610196.1,332
35531,NP_724447.1,332
35536,NP_001188867.1,419
35536,NP_610200.1,419
35549,NP_610211.1,418
35553,NP_610213.1,340
35565,NP_001260729.1,396
35565,NP_525106.2,396
35569,NP_001163062.1,612
35569,NP_610249.2,614
35571,NP_001246149.1,183
35571,NP_610224.1,183
35583,NP_610232.1,880
35586,NP_610235.1,311
35600,NP_001246154.1,403
35600,NP_610245.2,403
35602,NP_001246155.1,386
35602,NP_610246.3,404
35604,NP_001246156.2,291
35604,NP_610248.4,291
35604,NP_724515.1,291
35610,NP_001188871.1,404
35610,NP_001188872.1,417
35610,NP_610253.1,421
35612,NP_523629.1,232
35617,NP_523634.1,231
35618,NP_001260756.1,229
35618,NP_523635.2,229
35621,NP_001246161.1,215
35621,NP_523637.1,215
35629,NP_523644.1,211
35660,NP_610273.1,504
35660,NP_724547.1,504
35660,NP_724548.1,504
35660,NP_724550.1,450
35667,NP_001137613.1,201
35667,NP_001260770.1,201
35667,NP_610278.1,201
35670,NP_610279.3,355
35677,NP_001260776.1,358
35677,NP_610286.2,358
35681,NP_610288.1,456
35682,NP_610289.2,593
35689,NP_610295.1,713
35692,NP_001260780.1,221
35692,NP_610298.2,221
35697,NP_001188873.1,482
35697,NP_610301.1,482
35697,NP_724584.1,482
35697,NP_724585.1,482
35706,NP_001260786.1,325
35706,NP_610308.2,325
35711,NP_610313.1,126
35718,NP_001286161.1,352
35718,NP_001286162.1,352
35718,NP_001286163.1,352
35718,NP_610317.1,352
35720,NP_610319.2,349
35748,NP_610333.1,556
35754,NP_610338.1,453
35754,NP_724631.1,453
35758,NP_001163079.1,440
35758,NP_610341.2,646
35758,NP_724634.1,563
35767,NP_477053.2,393
35773,NP_001260797.1,226
35773,NP_001286182.1,226
35773,NP_477383.1,226
35774,NP_523658.1,507
35779,NP_610351.1,760
35781,NP_610353.1,159
35797,NP_610363.1,163
35814,NP_001137618.1,536
35814,NP_610378.1,522
35828,NP_001163088.1,534
35828,NP_001286197.1,611
35828,NP_610382.2,630
35842,NP_001286201.1,387
35842,NP_610395.1,387
35845,NP_610396.2,429
35854,NP_001286204.1,444
35854,NP_001286205.1,444
35854,NP_610402.1,444
35855,NP_610403.1,459
35875,NP_001260812.1,710
35875,NP_610413.1,689
35880,NP_610417.1,201
35885,NP_610421.1,620
35889,NP_610423.3,591
35890,NP_610424.1,517
35895,NP_610429.2,1481
35911,NP_001246214.1,508
35911,NP_001286224.1,258
35911,NP_610444.2,528
35914,NP_610446.1,603
35914,NP_995781.1,603
35914,NP_995782.1,602
35915,NP_610447.2,590
35925,NP_610455.1,712
35926,NP_610456.4,453
35926,NP_724748.1,357
35935,NP_001137623.1,566
35935,NP_610464.1,439
35937,NP_610466.2,336
35941,NP_001188893.1,203
35941,NP_610468.1,304
35941,NP_724769.2,322
35952,NP_610475.1,325
35962,NP_610483.1,188
35963,NP_001286247.1,652
35963,NP_610484.1,652
35969,NP_001260824.1,236
35969,NP_610487.3,236
35979,NP_001260827.1,372
35979,NP_001260828.1,372
35979,NP_001260829.1,372
35979,NP_610495.1,372
35986,NP_610501.1,356
35989,NP_610504.4,393
35995,NP_610509.2,228
36005,NP_610516.1,918
36006,NP_001260835.1,654
36006,NP_610517.1,654
36010,NP_001137629.2,1155
36010,NP_001286254.1,1114
36010,NP_610519.2,1134
36011,NP_001097248.1,456
36011,NP_724828.1,456
36011,NP_724829.1,456
36011,NP_724830.1,456
36019,NP_610526.1,787
36022,NP_001350855.1,276
36022,NP_610528.1,276
36024,NP_610530.1,160
36024,NP_724850.1,160
36027,NP_001163105.1,1876
36027,NP_001163106.1,1691
36027,NP_610533.1,1693
36027,NP_724855.2,1878
36028,NP_001163104.1,406
36028,NP_001260838.1,469
36028,NP_610534.3,784
36029,NP_610535.1,517
36029,NP_724856.1,517
36033,NP_001137630.2,541
36033,NP_001286259.1,511
36033,NP_610537.2,541
36038,NP_001368943.1,410
36038,NP_001369072.1,411
36038,NP_610542.1,411
36043,NP_001260843.1,352
36043,NP_001286262.1,440
36043,NP_001286263.1,449
36043,NP_001286264.1,452
36043,NP_610544.1,338
36043,NP_724868.2,443
36043,NP_724869.2,227
36045,NP_001286265.1,722
36045,NP_001286266.1,702
36045,NP_001286267.1,722
36045,NP_610546.1,722
36046,NP_610547.1,189
36050,NP_001188899.1,124
36050,NP_523673.1,124
36051,NP_523674.1,387
36058,NP_610554.1,256
36061,NP_001246235.1,603
36061,NP_610555.1,603
36087,NP_610573.1,281
36095,NP_610580.1,593
36111,NP_610592.1,199
36123,NP_610600.1,794
36128,NP_001286292.1,335
36128,NP_610603.2,335
36129,NP_001097261.1,190
36129,NP_001286293.1,190
36129,NP_610604.3,154
36129,NP_724964.2,190
36129,NP_724965.2,154
36129,NP_995809.1,154
36131,NP_001188904.1,1102
36131,NP_788324.1,1102
36136,NP_610611.1,309
36144,NP_001286296.1,949
36144,NP_610618.1,949
36146,NP_001286300.1,493
36146,NP_610620.1,493
36147,NP_001097262.1,1510
36147,NP_001097263.1,1170
36147,NP_001246259.1,1510
36147,NP_001260873.1,1475
36147,NP_001260874.1,1263
36147,NP_610621.2,1462
36147,NP_724980.1,1462
36159,NP_001260877.1,124
36159,NP_610629.1,124
36160,NP_001260878.1,210
36160,NP_610630.1,210
36167,NP_001286305.1,457
36167,NP_610636.1,486
36170,NP_610639.1,587
36197,NP_610662.1,138
36215,NP_610674.5,263
36221,NP_725034.1,253
36223,NP_523695.1,252
36230,NP_725044.1,239
36233,NP_725047.2,279
36234,NP_725048.1,660
36235,NP_001356891.1,232
36235,NP_001356907.1,232
36249,NP_610694.1,488
36253,NP_001286319.1,343
36253,NP_610696.1,343
36257,NP_610700.1,561
36259,NP_610702.1,323
36260,NP_001286320.1,813
36260,NP_610703.3,813
36265,NP_610707.2,198
36268,NP_001097279.2,5526
36273,NP_610712.1,341
36275,NP_610713.2,431
36276,NP_610714.1,513
36276,NP_725091.1,1025
36284,NP_612571.1,433
36298,NP_610729.1,161
36300,NP_610731.2,327
36302,NP_001260913.1,1004
36302,NP_610733.1,1004
36302,NP_995821.1,1004
36303,NP_001163124.1,104
36303,NP_610734.1,104
36319,NP_610746.1,1890
36339,NP_001163126.1,249
36339,NP_610763.1,215
36340,NP_610764.1,529
36340,NP_725137.1,529
36340,NP_725138.1,529
36340,NP_725139.1,529
36345,NP_610769.1,259
36348,NP_001163127.1,123
36348,NP_001286344.1,285
36348,NP_001286345.1,315
36348,NP_001286346.1,315
36348,NP_610772.3,294
36348,NP_725150.2,324
36353,NP_610776.1,134
36354,NP_610777.1,190
36356,NP_610779.1,535
36365,NP_610786.2,891
36379,NP_610797.1,175
36385,NP_001036539.1,353
36386,NP_001260921.1,832
36386,NP_610801.1,853
36386,NP_725200.1,853
36391,NP_610804.1,474
36391,NP_725205.1,474
36392,NP_610805.1,299
36397,NP_001246283.1,1866
36397,NP_610810.2,1839
36400,NP_610813.3,302
36406,NP_610818.1,186
36410,NP_610819.1,422
36412,NP_610820.1,518
36415,NP_001097292.2,174
36415,NP_001097293.2,174
36415,NP_001097294.1,153
36415,NP_001246285.1,162
36415,NP_001246286.1,164
36415,NP_001246287.1,175
36415,NP_001260926.1,157
36415,NP_001286364.1,157
36415,NP_001369082.1,169
36415,NP_001369083.1,157
36415,NP_001369084.1,164
36415,NP_001401004.1,157
36415,NP_610822.2,156
36418,NP_001260927.1,203
36418,NP_001260928.1,239
36418,NP_610824.1,239
36418,NP_725236.1,244
36425,NP_001286365.1,700
36425,NP_610827.2,700
36427,NP_610829.1,516
36427,NP_788340.1,516
36433,NP_001286370.1,112
36433,NP_610832.1,112
36434,NP_610833.1,112
36437,NP_001286373.1,697
36437,NP_001286374.1,697
36437,NP_001286375.1,697
36437,NP_610836.1,697
36464,NP_001286383.1,637
36464,NP_610852.1,637
36466,NP_610854.1,652
36471,NP_001286384.1,223
36471,NP_610858.1,223
36471,NP_725273.1,122
36481,NP_610868.1,402
36489,NP_610874.1,260
36506,NP_001163145.1,483
36506,NP_001163146.1,484
36506,NP_610884.1,520
36506,NP_725314.1,548
36506,NP_725315.1,420
36507,NP_001097302.1,450
36507,NP_788345.1,454
36507,NP_788346.1,490
36507,NP_788347.1,453
36507,NP_788348.1,375
36508,NP_610886.2,213
36509,NP_610887.1,389
36511,NP_610889.1,278
36511,NP_725321.2,278
36524,NP_001260959.1,527
36524,NP_610900.1,527
36539,NP_610913.1,450
36540,NP_001286396.1,357
36540,NP_610914.2,357
36541,NP_001027416.2,374
36541,NP_610915.2,374
36551,NP_610921.1,895
36569,NP_001188926.1,160
36569,NP_001188927.1,153
36569,NP_001188928.1,178
36569,NP_610936.2,178
36570,NP_523737.1,129
36577,NP_610940.1,678
36577,NP_725367.1,678
36577,NP_725368.1,678
36579,NP_610942.2,860
36579,NP_725370.1,860
36579,NP_725371.1,860
36581,NP_610944.1,513
36584,NP_610945.1,545
36605,NP_001286419.1,867
36605,NP_610964.1,867
36624,NP_610974.1,315
36627,NP_610977.1,539
36634,NP_001246323.1,762
36634,NP_610983.1,762
36640,NP_610985.1,113
36641,NP_610986.1,194
36655,NP_610996.1,335
36656,NP_610997.1,596
36668,NP_001097318.1,1339
36668,NP_001163155.1,934
36668,NP_001188932.1,1063
36668,NP_001188933.1,1294
36668,NP_001188934.1,446
36668,NP_001260983.1,1039
36668,NP_611005.1,1224
36668,NP_725426.1,1301
36668,NP_725427.1,1042
36669,NP_001188935.1,631
36669,NP_001188936.1,631
36669,NP_001188937.1,631
36669,NP_611006.1,631
36670,NP_001188938.1,849
36670,NP_611007.1,849
36671,NP_611008.2,228
36675,NP_995838.1,443
36698,NP_611029.3,1098
36705,NP_477023.1,899
36713,NP_001286458.1,594
36713,NP_001286459.1,577
36713,NP_611039.1,577
36733,NP_611053.1,476
36742,NP_001246349.1,521
36742,NP_001246350.1,521
36742,NP_611060.2,521
36751,NP_611066.1,260
36757,NP_611070.1,293
36758,NP_611071.1,241
36762,NP_611074.1,164
36771,NP_001286474.1,1361
36771,NP_611082.2,1361
36772,NP_001286475.1,960
36772,NP_725521.1,960
36784,NP_611087.1,741
36789,NP_611092.2,333
36825,NP_611118.3,652
36829,NP_611119.1,417
36829,NP_725571.1,417
36831,NP_611121.1,506
36838,NP_611126.1,233
36844,NP_611132.1,534
36847,NP_001097338.1,526
36847,NP_611134.1,526
36856,NP_611139.1,503
36857,NP_611140.3,516
36860,NP_001163168.1,625
36860,NP_001163169.1,625
36860,NP_001246370.1,625
36860,NP_001246371.1,625
36860,NP_611143.1,625
36864,NP_001334723.1,535
36864,NP_001334724.1,553
36864,NP_611145.1,516
36872,NP_001286501.1,121
36872,NP_611152.1,121
36873,NP_001286502.1,132
36873,NP_611153.1,132
36881,NP_611158.1,665
36881,NP_725613.1,702
36881,NP_725614.1,702
36881,NP_725615.1,702
36881,NP_725616.1,665
36881,NP_725617.1,665
36891,NP_611163.2,161
36908,NP_611175.1,451
36909,NP_611176.1,460
36921,NP_001246384.1,868
36921,NP_611184.1,868
36922,NP_611185.3,764
36922,NP_725650.3,764
36926,NP_611187.1,285
36930,NP_611189.2,508
36930,NP_725655.1,464
36931,NP_001036553.1,379
36953,NP_611206.3,561
36953,NP_725672.2,626
36953,NP_725673.2,626
36953,NP_725674.2,626
36954,NP_611207.1,552
36955,NP_001261049.1,360
36955,NP_001286525.1,289
36955,NP_611208.1,289
36962,NP_611213.2,523
36964,NP_001286529.1,512
36964,NP_001286530.1,512
36964,NP_611214.1,512
36964,NP_725678.1,512
36968,NP_001286533.1,599
