NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC38082,ebd1,earthbound 1,PROTEIN_CODING,1.0,NM_138206.2,FBgn0035153,Dmel_CG3371,3L,NT_037436.4,682885,685549,minus,1.0,NP_612050.1,"CG3371,Dmel\CG3371,Ebd,Ebd1,EP3592"
LOC38083,hiro,highroad,PROTEIN_CODING,1.0,NM_138207.3,FBgn0035154,Dmel_CG3344,3L,NT_037436.4,685942,687958,minus,1.0,NP_612051.1,"CG3344,Dmel\CG3344"
LOC38084,RabX6,RabX6,PROTEIN_CODING,2.0,NM_001274290.1,FBgn0035155,Dmel_CG12015,3L,NT_037436.4,690517,691951,plus,2.0,NP_001261219.1,"CG12015,Dmel\CG12015,DmRabX6,rabx6,rabX6"
LOC38085,Vti1a,Vesicle transport through interaction with t-SNAREs 1a,PROTEIN_CODING,1.0,NM_138209.4,FBgn0260862,Dmel_CG3279,3L,NT_037436.4,691486,692919,minus,1.0,NP_612053.1,"CG3279,Dmel\CG3279,Vti1,VTI1,vti1a,Vti1A"
LOC38086,CG13894,uncharacterized protein,PROTEIN_CODING,1.0,NM_138210.2,FBgn0035157,Dmel_CG13894,3L,NT_037436.4,693083,699144,minus,1.0,NP_612054.1,"dmCG13894,Dmel\CG13894"
LOC38087,CG13895,uncharacterized protein,PROTEIN_CODING,2.0,NM_001274291.1,FBgn0035158,Dmel_CG13895,3L,NT_037436.4,705948,708205,minus,2.0,NP_001261220.1,Dmel\CG13895
LOC38088,CkIIalpha-i3,CKII-alpha subunit interactor-3,PROTEIN_CODING,3.0,NM_167840.3,FBgn0025676,Dmel_CG3217,3L,NT_037436.4,708601,710607,minus,3.0,NP_728542.1,"CG3217,CKiialpha-I3,CKIIalpha-i3,Dmel\CG3217"
LOC38089,CG13896,uncharacterized protein,PROTEIN_CODING,3.0,NM_001274292.1,FBgn0035159,Dmel_CG13896,3L,NT_037436.4,710820,711850,minus,3.0,NP_001261221.2,Dmel\CG13896
LOC38090,hng3,hinge3,PROTEIN_CODING,2.0,NM_138213.3,FBgn0035160,Dmel_CG13897,3L,NT_037436.4,737680,755489,minus,2.0,NP_612057.1,"anon-WO0118547.557,CG13897,CG13987,Dmel\CG13897"
LOC38091,emc,extra macrochaetae,PROTEIN_CODING,1.0,NM_079152.4,FBgn0000575,Dmel_CG1007,3L,NT_037436.4,749400,753492,plus,1.0,NP_523876.2,"0094/26,0203/10,0587/01,0977/09,Ach,bHLHb28,CG1007,Dm0688,Dmel\CG1007,Emc,gov,l(3)04322,l(3)05592,l(3)61Da,l(3)j4E11,ms(3)61CD"
LOC38092,CG13898,uncharacterized protein,PROTEIN_CODING,1.0,NM_138214.2,FBgn0035161,Dmel_CG13898,3L,NT_037436.4,803427,804051,minus,1.0,NP_612058.1,"CBP7,Dmel\CG13898"
LOC38093,Sf3b3,Splicing factor 3b subunit 3,PROTEIN_CODING,2.0,NM_167842.3,FBgn0035162,Dmel_CG13900,3L,NT_037436.4,826720,833385,minus,2.0,NP_728546.1,"CG13900,Dmel\CG13900,SF3B3"
LOC38094,CG42553,uncharacterized protein,PROTEIN_CODING,1.0,NM_138216.3,FBgn0260755,Dmel_CG42553,3L,NT_037436.4,834093,835515,plus,1.0,NP_612060.2,"CG13886,CT33419,Dmel\CG42553"
LOC38095,CG13901,uncharacterized protein,PROTEIN_CODING,2.0,NM_001274295.1,FBgn0035164,Dmel_CG13901,3L,NT_037436.4,836667,837821,minus,2.0,NP_001261224.1,Dmel\CG13901
LOC38096,CG13887,uncharacterized protein,PROTEIN_CODING,4.0,NM_001299962.1,FBgn0035165,Dmel_CG13887,3L,NT_037436.4,837861,839931,plus,4.0,NP_001286891.1,Dmel\CG13887
LOC38097,JMJD5,Jumonji domain containing 5,PROTEIN_CODING,2.0,NM_138219.3,FBgn0035166,Dmel_CG13902,3L,NT_037436.4,839980,841360,minus,2.0,NP_612063.2,"CG13902,Dmel\CG13902,Kdm8"
LOC38098,Gr61a,Gustatory receptor 61a,PROTEIN_CODING,3.0,NM_079153.4,FBgn0035167,Dmel_CG13888,3L,NT_037436.4,841451,843701,plus,3.0,NP_523877.1,"CG13888,Dmel61a,Dmel\CG13888,GR61a,Gr61D1"
LOC38099,Cep290,Centrosomal protein 290kDa,PROTEIN_CODING,2.0,NM_001274298.1,FBgn0035168,Dmel_CG13889,3L,NT_037436.4,843926,851080,plus,2.0,NP_001261227.1,"cep290,CEP290,CG13889,Dmel\CG13889,Q9W0M1_DROME"
LOC38100,Dci,Dodecenoyl-CoA delta-isomerase,PROTEIN_CODING,1.0,NM_138221.2,FBgn0035169,Dmel_CG13890,3L,NT_037436.4,851346,852673,plus,1.0,NP_612065.1,"CG13890,DCI,Dmel\CG13890,PEC1,PECI"
LOC38101,dpr20,defective proboscis extension response 20,PROTEIN_CODING,1.0,NM_138222.3,FBgn0035170,Dmel_CG12191,3L,NT_037436.4,852720,857248,minus,1.0,NP_612066.1,"CG12191,CT9818,Dmel\CG12191,Dpr-20,Dpr20"
LOC38102,CG12502,uncharacterized protein,PROTEIN_CODING,4.0,NM_001299964.1,FBgn0035171,Dmel_CG12502,3L,NT_037436.4,865396,871701,plus,4.0,NP_001286893.1,Dmel\CG12502
LOC38103,Usp10,Ubiquitin specific protease 10,PROTEIN_CODING,3.0,NM_001274300.1,FBgn0052479,Dmel_CG32479,3L,NT_037436.4,871899,895313,plus,3.0,NP_001261229.1,"CG12503,CG13903,CG32479,Dmel\CG32479,Q9W0L7,usp10"
LOC38104,CG13907,uncharacterized protein,PROTEIN_CODING,2.0,NM_138225.3,FBgn0035173,Dmel_CG13907,3L,NT_037436.4,877291,882013,minus,2.0,NP_612069.1,Dmel\CG13907
LOC38106,CG34056,uncharacterized protein,PROTEIN_CODING,1.0,NM_001038890.2,FBgn0054056,Dmel_CG34056,3L,NT_037436.4,895951,897364,plus,1.0,NP_001033979.1,"CG13904,CG13904-1,dC1GalT6,Dmel\CG34056"
LOC38107,mat,materazzi,PROTEIN_CODING,1.0,NM_138228.3,FBgn0035176,Dmel_CG13905,3L,NT_037436.4,902898,903810,plus,1.0,NP_612072.2,"CG13905,Dmel\CG13905,Mat"
LOC38109,Glut1,Glucose transporter 1,PROTEIN_CODING,20.0,NM_138229.2,FBgn0264574,Dmel_CG43946,3L,NT_037436.4,914074,993788,plus,20.0,NP_612073.2,"0074/12,CG1086,CG13908,CG43946,Dmel\CG43946,Dmglut1,DmGluT1,DmGLUT1,Glt1,GLU,Glu T1,Glut,GLUT,Glut-1,glut1,GLUT1,l(3)61Ea,l(3)L1H,l(3)S007412"
LOC38113,CG9205,uncharacterized protein,PROTEIN_CODING,2.0,NM_138231.2,FBgn0035181,Dmel_CG9205,3L,NT_037436.4,1034697,1036298,plus,2.0,NP_612075.1,Dmel\CG9205
LOC38116,bab1,bric a brac 1,PROTEIN_CODING,4.0,NM_167852.2,FBgn0004870,Dmel_CG9097,3L,NT_037436.4,1036369,1101089,minus,4.0,NP_728565.1,"anon-WO0118547.639,bab,BAB,BAB-1,bab-I,Bab1,BAB1,bric-a-brac,CG13910,CG9097,Dmel\CG9097"
LOC38120,CG13912,uncharacterized protein,PROTEIN_CODING,1.0,NM_138235.3,FBgn0035186,Dmel_CG13912,3L,NT_037436.4,1189588,1190472,plus,1.0,NP_612079.1,Dmel\CG13912
LOC38121,Trh,Tryptophan hydroxylase,PROTEIN_CODING,1.0,NM_138236.2,FBgn0035187,Dmel_CG9122,3L,NT_037436.4,1190384,1193173,minus,1.0,NP_612080.1,"CG9122,CT9937,Dmel\CG9122,dTrh,DTRH,DTRHn,trh,TrH,TRH,TRHn"
LOC38122,LysX,Lysozyme X,PROTEIN_CODING,1.0,NM_079157.2,FBgn0004431,Dmel_CG9120,3L,NT_037436.4,1194739,1195302,minus,1.0,NP_523881.1,"BcDNA:LP09906,CG9120,Dmel\CG9120,lysX"
LOC38124,CG9119,uncharacterized protein,PROTEIN_CODING,1.0,NM_138237.4,FBgn0035189,Dmel_CG9119,3L,NT_037436.4,1203316,1204795,minus,1.0,NP_612081.1,"CT9987,Dmel\CG9119"
LOC38125,LysB,Lysozyme B,PROTEIN_CODING,2.0,NM_001274316.1,FBgn0004425,Dmel_CG1179,3L,NT_037436.4,1207371,1207981,plus,2.0,NP_001261245.1,"CG1179,Dmel\CG1179,Lys B,lysB"
LOC38127,LysD,Lysozyme D,PROTEIN_CODING,1.0,NM_057475.3,FBgn0004427,Dmel_CG9118,3L,NT_037436.4,1210717,1211196,minus,1.0,NP_476823.1,"CG9118,Dmel\CG9118,lysD"
LOC38128,LysE,Lysozyme E,PROTEIN_CODING,1.0,NM_057479.3,FBgn0004428,Dmel_CG1180,3L,NT_037436.4,1212827,1213406,plus,1.0,NP_476827.2,"BcDNA:LP07339,CG1180,Dmel\CG1180,Lys E,lysE"
LOC38129,LysP,Lysozyme P,PROTEIN_CODING,1.0,NM_057480.5,FBgn0004429,Dmel_CG9116,3L,NT_037436.4,1218082,1218696,minus,1.0,NP_476828.1,"CG9116,Dmel\CG9116,lysP"
LOC38130,LysS,Lysozyme S,PROTEIN_CODING,1.0,NM_057481.4,FBgn0004430,Dmel_CG1165,3L,NT_037436.4,1227747,1228238,plus,1.0,NP_476829.1,"BcDNA:LP06719,CG1165,Dmel\CG1165,lysS"
LOC38131,mwh,multiple wing hairs,PROTEIN_CODING,3.0,NM_001274315.1,FBgn0264272,Dmel_CG43772,3L,NT_037436.4,1200786,1232700,plus,3.0,NP_001261244.1,"BP1018,CG13913,CG34022,CG43772,Dmel\CG43772,Mwh"
LOC38133,galene,galene,PROTEIN_CODING,1.0,NM_138240.2,FBgn0035192,Dmel_CG9194,3L,NT_037436.4,1235726,1242025,plus,1.0,NP_612084.1,"anon-WO0109301.19,anon-WO0109301.20,anon-WO0109301.21,anon-WO0109301.22,anon-WO0109301.23,anon-WO0109301.24,anon-WO0109301.25,anon-WO0109301.26,anon-WO0109301.27,anon-WO0109301.28,anon-WO0109301.29,anon-WO0109301.3,anon-WO0109301.31,anon-WO0109301.32,anon-WO0109301.33,anon-WO0109301.34,anon-WO0109301.36,anon-WO0109301.37,anon-WO0109301.38,C9194,CG9194,Dmel\CG9194"
LOC38134,CG9192,uncharacterized protein,PROTEIN_CODING,1.0,NM_138241.4,FBgn0035193,Dmel_CG9192,3L,NT_037436.4,1237133,1238319,minus,1.0,NP_612085.1,Dmel\CG9192
LOC38135,Klp61F,Kinesin-like protein at 61F,PROTEIN_CODING,1.0,NM_057470.5,FBgn0004378,Dmel_CG9191,3L,NT_037436.4,1241568,1245910,minus,1.0,NP_476818.1,"6345,CG9191,CG9191-PA,Dmel\CG9191,DmKlp61F,DmKLP61F,DmKRP130,KIF 8,KIF11,Kin-5,Kin5,Klp 61F,Klp2,KLP2,KLP61,klp61f,klp61F,Klp61f,KLP61f,KLP61F,Klp61F/KRP130,Krp130,KRP130,KRP[[(130)]],KRP[[130]],l(3)07012,l(3)6D283,l(3)Klp61F,urc,urcn"
LOC38136,Psf1,Partner of Sld Five 1,PROTEIN_CODING,1.0,NM_138242.3,FBgn0035194,Dmel_CG9187,3L,NT_037436.4,1246986,1247677,minus,1.0,NP_612086.1,"CG9187,CG9187-PA,Dmel\CG9187,psf1,PSF1"
LOC38137,Sac1,Sac1 phosphatase,PROTEIN_CODING,2.0,NM_138243.4,FBgn0283500,Dmel_CG9128,3L,NT_037436.4,1247817,1250451,plus,2.0,NP_612087.1,"CG9128,Dmel\CG9128,dsac1,impatent,l(3)2107,sac1"
LOC38138,Bfc,Booster for Crq,PROTEIN_CODING,1.0,NM_138244.3,FBgn0035196,Dmel_CG9129,3L,NT_037436.4,1250696,1251778,plus,1.0,NP_612088.2,"bfc,CG9129,Dmel\CG9129"
LOC38141,tfc,triforce,PROTEIN_CODING,3.0,NM_138247.2,FBgn0035199,Dmel_CG9134,3L,NT_037436.4,1256449,1274498,plus,3.0,NP_612091.1,"CG9134,Dmel\CG9134"
LOC38142,CG32333,uncharacterized protein,PROTEIN_CODING,3.0,NM_001274317.1,FBgn0052333,Dmel_CG32333,3L,NT_037436.4,1275956,1295699,plus,3.0,NP_001261246.1,"cg32333,CG9137,CG9146,Dmel\CG32333"
LOC38144,Rabex-5,Rabaptin-5-associated exchange factor for Rab5,PROTEIN_CODING,1.0,NM_138249.3,FBgn0262937,Dmel_CG9139,3L,NT_037436.4,1295913,1298497,plus,1.0,NP_612093.1,"CG9139,Dmel\CG9139,Rabex5,RabGEF1"
LOC38145,scf,supercoiling factor,PROTEIN_CODING,2.0,NM_058044.5,FBgn0025682,Dmel_CG9148,3L,NT_037436.4,1298672,1300389,plus,2.0,NP_477392.1,"anon-EST:Posey14,BEST:CK02682,CG9148,CK02682,DCB-45,Dmel\CG9148,SCF"
LOC38146,Rac1,Rac1,PROTEIN_CODING,2.0,NM_001274318.1,FBgn0010333,Dmel_CG2248,3L,NT_037436.4,1300879,1302683,minus,2.0,NP_001261247.1,"2248,CED-10,CG2248,D-Rac,D-Rac 1,D-Rac1,Dm Rac1,Dmel\CG2248,DmRAC,Dmrac1,DmRAC1,dRac,Drac,DRac,drac1,dRac1,Drac1,DRac1,Drac1a,DracA,DRacA,GTPase Rac1,P40792,rac,Rac,Rac GTPase,rac-1,Rac-1,Rac-GTP,rac1,RAC1,Rac3,RacA"
LOC38147,Acat2,Acetyl-CoA acetyltransferase 2,PROTEIN_CODING,1.0,NM_138250.3,FBgn0035203,Dmel_CG9149,3L,NT_037436.4,1302944,1304717,plus,1.0,NP_612094.2,"ACAA1,ACAT,ACAT2,CG9149,Dmel\CG9149"
LOC38148,Nt5a,5' nucleotidase A,PROTEIN_CODING,3.0,NM_001274319.1,FBgn0035204,Dmel_CG2277,3L,NT_037436.4,1304850,1307418,minus,3.0,NP_001261248.1,"28575006,CG2277,Dmel\CG2277,dNT5A"
LOC38149,Ctr9,Ctr9,PROTEIN_CODING,2.0,NM_176271.2,FBgn0035205,Dmel_CG2469,3L,NT_037436.4,1307224,1311805,plus,2.0,NP_788449.1,"cg2469,CG2469,dCtr9,Dmel\CG2469"
LOC38150,sturkopf,sturkopf,PROTEIN_CODING,2.0,NM_138253.2,FBgn0035206,Dmel_CG9186,3L,NT_037436.4,1311719,1313377,minus,2.0,NP_612097.1,"CG9186,Dmel\CG9186,LDAH,Sturkopf"
LOC38151,Herc4,HECT and RLD domain containing E3 ubiquitin ligase 4,PROTEIN_CODING,3.0,NM_001274320.1,FBgn0035207,Dmel_CG9153,3L,NT_037436.4,1313696,1318330,plus,3.0,NP_001261249.1,"CG9153,dherc4,Dmel\CG9153,FBgn0035207,herc4,NM_167868.1,sherpa,Sherpa"
LOC38152,CG9184,uncharacterized protein,PROTEIN_CODING,2.0,NM_167869.2,FBgn0035208,Dmel_CG9184,3L,NT_037436.4,1321792,1322806,minus,2.0,NP_728593.1,Dmel\CG9184
LOC38153,Myo61F,Myosin 61F,PROTEIN_CODING,4.0,NM_057586.4,FBgn0010246,Dmel_CG9155,3L,NT_037436.4,1318480,1329617,plus,4.0,NP_476934.2,"CG9155,Dm IB,Dmel\CG9155,DmIB,DroMIB,IB,Mhc2,MIB,Myo-IB,Myo1B,myo1C,Myo1C,myo61f,myo61F,MYO61F,MyoIB,MYOIB,myoIC,MyoIC"
LOC38154,ND-ACP,NADH dehydrogenase (ubiquinone) acyl carrier protein,PROTEIN_CODING,3.0,NM_001274321.1,FBgn0011361,Dmel_CG9160,3L,NT_037436.4,1329949,1331631,plus,3.0,NP_001261250.1,"ACPM,CG9160,Dmel\CG9160,dNDUFAB1,l(3)1303,l(3)j4A6,mtacp,mtACP,mtacp1,mtACP1,mtACP1A,MTACP1A,mtACP1B,MTACP1B,ND-AcC,NDUFAB1"
LOC38155,msd1,mitotic spindle density 1,PROTEIN_CODING,1.0,NM_138256.4,FBgn0035209,Dmel_CG13914,3L,NT_037436.4,1331744,1332326,plus,1.0,NP_612100.2,"CG13914,Dgt9,Dmel\CG13914,Msd1"
LOC38156,msd5,mitotic spindle density 5,PROTEIN_CODING,1.0,NM_138257.3,FBgn0035210,Dmel_CG2213,3L,NT_037436.4,1332307,1333146,minus,1.0,NP_612101.1,"CG2213,Dgt7,Dmel\CG2213,Msd5"
LOC38157,CG2211,uncharacterized protein,PROTEIN_CODING,2.0,NM_138258.3,FBgn0035211,Dmel_CG2211,3L,NT_037436.4,1333239,1335359,minus,2.0,NP_612102.2,"anon-WO0118547.230,Dmel\CG2211"
LOC38159,CG2199,uncharacterized protein,PROTEIN_CODING,3.0,NM_167873.2,FBgn0035213,Dmel_CG2199,3L,NT_037436.4,1339460,1342403,minus,3.0,NP_728599.1,"Dmel\CG2199,FBpp0072605"
LOC38160,Ptp61F,Protein tyrosine phosphatase 61F,PROTEIN_CODING,5.0,NM_057339.5,FBgn0267487,Dmel_CG9181,3L,NT_037436.4,1342493,1475257,minus,5.0,NP_476687.1,"anon-WO0118547.297,anon-WO0140519.98,BEST:LP01280,CG9178,CG9181,CPtp62A,DCPTP62A,Dmel\CG9181,dptp61F,dPTP61F,DPTP61F,Ptp-61F,PTP1b,PTP1B,ptp61F,Ptp61f,PTP61F,R-PTP 61F"
LOC38161,CG9166,uncharacterized protein,PROTEIN_CODING,2.0,NM_138261.3,FBgn0029514,Dmel_CG9166,3L,NT_037436.4,1351116,1352853,plus,2.0,NP_612105.1,"312,BEST:CK01660,Dmel\CG9166"
LOC38163,CG9168,uncharacterized protein,PROTEIN_CODING,1.0,NM_138262.3,FBgn0035216,Dmel_CG9168,3L,NT_037436.4,1411057,1413089,plus,1.0,NP_612106.2,"Dmel\CG9168,gi23092768"
LOC38164,FucTD,"alpha1,3-fucosyltransferase D",PROTEIN_CODING,1.0,NM_138263.2,FBgn0035217,Dmel_CG9169,3L,NT_037436.4,1416231,1417933,plus,1.0,NP_612107.1,"CG9169,Dmel\CG9169"
LOC38165,CG9173,uncharacterized protein,PROTEIN_CODING,1.0,NM_138264.2,FBgn0035218,Dmel_CG9173,3L,NT_037436.4,1421199,1423471,minus,1.0,NP_612108.1,Dmel\CG9173
LOC38167,SA-2,Stromalin-2,PROTEIN_CODING,1.0,NM_138265.3,FBgn0043865,Dmel_CG13916,3L,NT_037436.4,1434336,1437872,minus,1.0,NP_612109.3,"anon-WO0109301.35,CG1,CG13916,Dmel\CG13916,pf-1,SA2,snm,SNM"
LOC38168,rho,rhomboid,PROTEIN_CODING,2.0,NM_001274326.1,FBgn0004635,Dmel_CG1004,3L,NT_037436.4,1463811,1468944,plus,2.0,NP_001261255.1,"CG1004,Dmel\CG1004,Dmel\rho,Dmrho,DMRHO,DmRho1,DMRHOa,DMRHOb,DRORHO,iks,Rho,RHO,rho-1,Rho-1,rho1,Rho1,RHOb,rhom,rhomboid/veinlet,ve,Ve"
LOC38169,stet,stem cell tumor,PROTEIN_CODING,2.0,NM_176272.2,FBgn0020248,Dmel_CG33166,3L,NT_037436.4,1475438,1489547,minus,2.0,NP_788450.1,"B-Rho,brho,Brho,CG12083,CG12504,CG33166,Dmel\CG33166,rho-2,Rho-2,rho2,Rho2,Stet"
LOC38170,robl62A,robl62A,PROTEIN_CODING,2.0,NM_138266.2,FBgn0028567,Dmel_CG1014,3L,NT_037436.4,1477619,1478369,plus,2.0,NP_612110.1,"CG1014,Dmel\CG1014,rob162A"
LOC38173,hfp,half pint,PROTEIN_CODING,10.0,NM_080384.4,FBgn0028577,Dmel_CG12085,3L,NT_037436.4,1496853,1502590,minus,10.0,NP_525123.2,"anon-WO0118547.408,CG12085,dFIR,Dmel\CG12085,DPUF68,Fir,Hfp,HFP,pUbsf,Puf60,PUF60,puf68,pUf68,pUF68,Puf68,PUF68"
LOC38174,cue,cueball,PROTEIN_CODING,1.0,NM_138269.3,FBgn0011204,Dmel_CG12086,3L,NT_037436.4,1503226,1517271,minus,1.0,NP_612113.2,"CG12086,CT5570,Dmel\CG12086,ms(3)02509"
LOC38175,Psa,Puromycin sensitive aminopeptidase,PROTEIN_CODING,8.0,NM_167883.2,FBgn0261243,Dmel_CG1009,3L,NT_037436.4,1502843,1523380,plus,8.0,NP_728614.1,"CG1009,Dmel\CG1009,dPsa,dPSA,l(3)06226,PSA"
LOC38176,Iml1,Increased minichromosome loss 1,PROTEIN_CODING,5.0,NM_167889.2,FBgn0035227,Dmel_CG12090,3L,NT_037436.4,1523414,1534034,minus,5.0,NP_728621.1,"CG12090,Dmel\CG12090,GATOR1,iml,iml1,SEA1"
LOC38177,CG12091,uncharacterized protein,PROTEIN_CODING,2.0,NM_001274332.1,FBgn0035228,Dmel_CG12091,3L,NT_037436.4,1534929,1536835,minus,2.0,NP_001261261.1,"Dmel\CG12091,PPTC7"
LOC38178,pns,pinstripe,PROTEIN_CODING,3.0,NM_139363.2,FBgn0035229,Dmel_CG7852,3L,NT_037436.4,1537137,1544823,plus,3.0,NP_647620.1,"CG7852,Dmel\CG7852"
LOC38180,Pcyt2,Phosphocholine cytidylyltransferase 2,PROTEIN_CODING,1.0,NM_139365.3,FBgn0035231,Dmel_CG18330,3L,NT_037436.4,1553493,1555315,plus,1.0,NP_647622.1,"cct2,Cct2,CCT2,CG18330,CT1187,Dmel\CG18330"
LOC38181,CG12099,uncharacterized protein,PROTEIN_CODING,2.0,NM_139366.3,FBgn0035232,Dmel_CG12099,3L,NT_037436.4,1555363,1558484,minus,2.0,NP_647623.1,Dmel\CG12099
LOC38182,Pex10,Peroxin 10,PROTEIN_CODING,2.0,NM_139367.4,FBgn0035233,Dmel_CG7864,3L,NT_037436.4,1558228,1559863,plus,2.0,NP_647624.1,"CG7864,DmelPex10,Dmel\CG7864,pex10,PEX10"
LOC38183,CG12003,uncharacterized protein,PROTEIN_CODING,1.0,NM_139368.1,FBgn0035234,Dmel_CG12003,3L,NT_037436.4,1565392,1567802,plus,1.0,NP_647625.2,Dmel\CG12003
LOC38184,CG7879,uncharacterized protein,PROTEIN_CODING,2.0,NM_139369.2,FBgn0035235,Dmel_CG7879,3L,NT_037436.4,1559813,1568608,minus,2.0,NP_647626.1,"cg7879,Dmel\CG7879"
LOC38185,Tmep,Transmembrane endosomal protein,PROTEIN_CODING,4.0,NM_001299970.1,FBgn0035236,Dmel_CG12004,3L,NT_037436.4,1569181,1576330,plus,4.0,NP_001286899.1,"anon-EST:fe3A8,CG12004,Dmel\CG12004"
LOC38186,CG13917,uncharacterized protein,PROTEIN_CODING,4.0,NM_001274337.2,FBgn0035237,Dmel_CG13917,3L,NT_037436.4,1576699,1600845,plus,4.0,NP_001261266.1,Dmel\CG13917
LOC38187,CG12104,uncharacterized protein,PROTEIN_CODING,3.0,NM_001274338.1,FBgn0035238,Dmel_CG12104,3L,NT_037436.4,1600726,1602674,minus,3.0,NP_001261267.1,Dmel\CG12104
LOC38190,CG12105,uncharacterized protein,PROTEIN_CODING,2.0,NM_139375.2,FBgn0035241,Dmel_CG12105,3L,NT_037436.4,1610696,1615801,minus,2.0,NP_647632.2,Dmel\CG12105
LOC38192,CG13926,uncharacterized protein,PROTEIN_CODING,1.0,NM_139376.4,FBgn0035243,Dmel_CG13926,3L,NT_037436.4,1617348,1618158,minus,1.0,NP_647633.1,Dmel\CG13926
LOC38193,ABCB7,ATP binding cassette subfamily B member 7,PROTEIN_CODING,2.0,NM_167902.2,FBgn0035244,Dmel_CG7955,3L,NT_037436.4,1618414,1623413,plus,2.0,NP_728642.2,"CG7955,dABCB7,DmCG7955,Dmel\CG7955"
LOC38194,GC,gamma-glutamyl carboxylase,PROTEIN_CODING,2.0,NM_079161.4,FBgn0035245,Dmel_CG13927,3L,NT_037436.4,1623179,1629301,minus,2.0,NP_523885.2,"CG13927,dgammaC,DgammaC,dGC,Dmel\CG13927,gammaC"
LOC38195,CG13928,uncharacterized protein,PROTEIN_CODING,1.0,NM_139378.2,FBgn0035246,Dmel_CG13928,3L,NT_037436.4,1625791,1628377,minus,1.0,NP_647635.1,Dmel\CG13928
LOC38196,nSyb,neuronal Synaptobrevin,PROTEIN_CODING,8.0,NM_001274340.1,FBgn0013342,Dmel_CG17248,3L,NT_037436.4,1630348,1637752,minus,8.0,NP_001261269.1,"CG17248,Dmel\CG17248,Dn-syb,n-syb,n-Syb,n-SYB,N-syb,N-Syb,N-SYB,nsyb,nSYB,Nsyb,NSYB,syb,Syb,SYB,Syb62A,VAMP"
LOC38197,Mettl2,Methyltransferase like 2,PROTEIN_CODING,2.0,NM_139379.4,FBgn0035247,Dmel_CG13929,3L,NT_037436.4,1637942,1639235,minus,2.0,NP_647636.3,"anon-EST:Posey109,CG13929,Dmel\CG13929,metl,Metl,METTL2A,METTL2B"
LOC38198,Bgb,Big brother,PROTEIN_CODING,2.0,NM_001274342.1,FBgn0013753,Dmel_CG7959,3L,NT_037436.4,1639711,1640952,plus,2.0,NP_001261271.1,"bgb,CG7959,Dmel\CG7959,en(lz)D/9,rpbeta2"
LOC38199,alphaCOP,Coat Protein (coatomer) alpha,PROTEIN_CODING,2.0,NM_058047.5,FBgn0025725,Dmel_CG7961,3L,NT_037436.4,1641066,1645199,minus,2.0,NP_477395.1,"alpha-COP,alphaCop,CG7961,Dmel\CG7961"
LOC38200,CG13919,uncharacterized protein,PROTEIN_CODING,1.0,NM_139380.2,FBgn0035248,Dmel_CG13919,3L,NT_037436.4,1645467,1645983,plus,1.0,NP_647637.1,Dmel\CG13919
LOC38201,CG17249,uncharacterized protein,PROTEIN_CODING,1.0,NM_139381.2,FBgn0035249,Dmel_CG17249,3L,NT_037436.4,1645931,1647464,minus,1.0,NP_647638.1,Dmel\CG17249
LOC38202,Bro,Brother,PROTEIN_CODING,1.0,NM_057718.3,FBgn0013755,Dmel_CG7960,3L,NT_037436.4,1647869,1648612,plus,1.0,NP_477066.2,"bro,CG7960,Dmel\CG7960,rpbeta1"
LOC38203,CG13920,uncharacterized protein,PROTEIN_CODING,2.0,NM_001299973.1,FBgn0025712,Dmel_CG13920,3L,NT_037436.4,1648944,1651501,plus,2.0,NP_001286902.1,"BEST:CK00246,CK00246,Dmel\CG13920,NACHO"
LOC38204,Vta1,Vesicle trafficking 1,PROTEIN_CODING,1.0,NM_139383.2,FBgn0035251,Dmel_CG7967,3L,NT_037436.4,1651432,1652900,minus,1.0,NP_647640.1,"CG7967,Dmel\CG7967"
LOC38205,CG7970,uncharacterized protein,PROTEIN_CODING,3.0,NM_001316449.1,FBgn0035252,Dmel_CG7970,3L,NT_037436.4,1652750,1654238,plus,3.0,NP_001303378.1,"anon-WO0118547.268,Dmel\CG7970"
LOC38206,Srrm234,Serine-arginine repetitive matrix 2/3/4,PROTEIN_CODING,10.0,NM_001104005.3,FBgn0035253,Dmel_CG7971,3L,NT_037436.4,1654247,1665064,minus,10.0,NP_001097475.2,"anon-EST:fe1A7,BcDNA:GH04236,CG7971,Dmel\CG7971,SRm300"
LOC38207,CG7974,uncharacterized protein,PROTEIN_CODING,2.0,NM_001274344.1,FBgn0035254,Dmel_CG7974,3L,NT_037436.4,1665138,1666594,plus,2.0,NP_001261273.1,Dmel\CG7974
LOC38208,RpL23A,Ribosomal protein L23A,PROTEIN_CODING,2.0,NM_001370049.1,FBgn0026372,Dmel_CG7977,3L,NT_037436.4,1666288,1668654,minus,2.0,NP_001356972.1,"153215_at,anon-EST:fe2D1,anon-EST:Liang-1.4,CG7977,clone 1.4,Dmel\CG7977,eRpL23a,L23,L23a,L23A,PBP-3,Rp L23A,rpl23a,RpL23a,RPL23a,rpL25,RpL25"
